gold_label	null	null	null	null	sentence1	sentence2	promptID	pairID	genre	label1	null	null	null	null
entailment					There are also four smaller non-navigable channels between nine concrete piers and two abutments.	In addition, there are four channels that are incapable of being steered through.	contrast_01564345.001	contrast_01564345.001e	wikipedia	entailment				
entailment					"For those of us who want to role-play the cardboard figured make very useful play-aids."""	Cardboard figures make useful play-aids.	contrast_53117796.007	contrast_53117796.007e	wikipedia	entailment				
entailment					"Nishida saw the Absolute nature of reality as Nothingness, a ""formless"", ""groundless ground"" which envelops all beings and allows them to undergo change and pass away."	The reality described by Nishida was, a ground with no form where all beings are allowed to change and pass away.	contrast_47809705.002	contrast_47809705.002e	wikipedia	entailment				
entailment					On 27 May 1980, Duvalier married Michèle Bennett Pasquet in a wedding that cost US$2million.	The wedding happened in May.	contrast_01883245.000	contrast_01883245.000e	wikipedia	entailment				
entailment					Vinyl copies of the album had all the words of the title on the front cover in magenta.	There were copies of the album were revealed, showing the title on the front cover.	contrast_15346853.000	contrast_15346853.000e	wikipedia	entailment				
entailment					This time, however, Maradona was successful with his effort, daringly rolling the ball into the net with an almost exact replica of his missed shot in the previous round.	His effort was a very similar attempt to a previous shot 	contrast_00198210.002	contrast_00198210.002e	wikipedia	entailment				
entailment					Civil government in Romblon was established under the Americans on 16 March 1901.	It was created in 1901 by the Americans. 	contrast_11832522.000	contrast_11832522.000e	wikipedia	entailment				
contradiction					He began an 18-day-long hunger strike, and was eventually granted a transfer to Ashworth Hospital (then known as Park Lane Hospital) in June 1984.	His hunger strike occurred in the new millennium.	contrast_04278390.003	contrast_04278390.003c	wikipedia	contradiction				
entailment					The Byzantine capital of Constantinople was the first significant silk-weaving center in Europe.	The Byzantine capital had a big silk waving center.	contrast_40349209.000	contrast_40349209.000e	wikipedia	entailment				
entailment					As the first female Curator of Reptiles at London Zoo, Joan Procter attained considerable celebrity status in a short time.	Joan Procter attained considerable celebrity status in a short period.	contrast_45607940.000	contrast_45607940.000e	wikipedia	entailment				
contradiction					A complete campus, with buildings in need of extensive repair, was purchased in 1983 from Houston developer Wayne Duddlesten, who had purchased the site from the Sisters of the Incarnate Word and Blessed Sacrament.	A Houston developer purchased a complete campus in 2000.	contrast_14545036.000	contrast_14545036.000c	wikipedia	contradiction				
contradiction					Mobile phones are used for web-browsing throughout the day when users are away from their personal computer.	Most users wait to use their personal computers to browse the web. 	contrast_43306600.002	contrast_43306600.002c	wikipedia	contradiction				
contradiction					Yoweri Kaguta Museveni (; born 15 September 1944) is a Ugandan politician who has been President of Uganda since 1986.	Yoweri Kaguta Museveni was in service as a prime minister in the mid 1980's	contrast_04131164.000	contrast_04131164.000c	wikipedia	contradiction				
entailment					VF-143 soon gained Tactical Air Reconnaissance Pod System (TARPS) capability, and provided the first time imagery of the new and the new Soviet .	The first picture of the region was provided 	contrast_17606178.001	contrast_17606178.001e	wikipedia	entailment				
entailment					"Taylor's original version (as ""I Wish I Knew"") was recorded on November 12, 1963, and released on his ""Right Here, Right Now!"""	The first version was produced in November of 1963.	contrast_27639158.001	contrast_27639158.001e	wikipedia	entailment				
entailment					She teaches Lovey the birthing process, and allows Lovey to play with her baby son, Charlie, whenever she comes over.	She teaches her the birthing process.	contrast_29867755.002	contrast_29867755.002e	wikipedia	entailment				
contradiction					However, in 1865, Adam Skorupka became head of the Municipal Theatre in Kraków and Koźmian began collaborating with him.	In 1868 he became minister to Vienna without working in Kraków.	contrast_58538133.003	contrast_58538133.003c	wikipedia	contradiction				
contradiction					In Jamaica it is not uncommon for young athletes to attain press coverage and national fame long before they arrive on the international athletics stage.	It is uncommon for young athletes to attain press coverage in, Jamaica. 	contrast_00384629.002	contrast_00384629.002c	wikipedia	contradiction				
contradiction					In 757 AD, Mansur sent a large army to Cappadocia which fortified the city of Malatya.	Mansur sent a small army to Cappadocia which fortified the city of Malatya.	contrast_01932427.000	contrast_01932427.000c	wikipedia	contradiction				
contradiction					Guilds are responsible for nurturing their members' abilities, and also for contributing something to Obernewtyn as a whole; the Farseeker Guild, for example, is responsible for scrying out Talented Misfits.	Guilds are prevented from nurturing their members' abilities.	contrast_12775396.003	contrast_12775396.003c	wikipedia	contradiction				
entailment					Recording sessions took place from 1998 to 1999, with Ludacris serving as the records executive producers, while the additional production was provided by Jermaine Dupri and Organized Noize, among others.	The sessions were recorded in 1998-1999.	contrast_10291147.002	contrast_10291147.002e	wikipedia	entailment				
entailment					"In the TV series ""Mad Men"", set in the 1960s in New York City, the character Roger Sterling appears in blackface in the season 3 episode ""My Old Kentucky Home""."	A character wears black makeup all over his face in an episode set in the 1960s.	contrast_01707125.001	contrast_01707125.001e	wikipedia	entailment				
entailment					Its operational squadron was the 4007th Combat Crew Training Squadron.	The 4007th Combat Crew Training Squadron was operational.	contrast_27607577.002	contrast_27607577.002e	wikipedia	entailment				
entailment					Triple H was a dominant champion throughout the first half of 2000, but lost the WWF Championship to The Rock twice, and had a close call against Chris Jericho.	Triple H lost the WWF Championship twice 	contrast_10142343.000	contrast_10142343.000e	wikipedia	entailment				
contradiction					In this book, Stevenson has shown that he has the gift of taking vast quantities of knowledge and experience and translating them into lucid, sparkling prose, easily graspable by the novice, yet still interesting and instructive to the connoisseur.	He compares Kierkegaard to Ibsen	contrast_29527931.001	contrast_29527931.001c	wikipedia	contradiction				
entailment					Her primary research interest is HIV/AIDS Prevention in Latino Women.	Her research focuses in Latino Women.	contrast_28615648.002	contrast_28615648.002e	wikipedia	entailment				
contradiction					The Peak is in the Santa Fe National Forest, and the trail to the peak is maintained by the Pecos/Las Vegas Ranger District.	A popular trail encircling the peak is the Naches Peak Loop Trail.	contrast_19306879.000	contrast_19306879.000c	wikipedia	contradiction				
entailment					The rebellion becomes a stalemate, with Confederate forces unable to force Hillyer Gap or outflank the forces Falkenberg commands through the swamps south of the Temblors.	Falkenberg commands forces through the swamps south of the Temblors.	contrast_11865883.008	contrast_11865883.008e	wikipedia	entailment				
contradiction					After the 14th Dalai Lama fled to India during the 1959 Tibetan uprising, the government converted the palace into a museum.	It was restored as a theater	contrast_03696198.001	contrast_03696198.001c	wikipedia	contradiction				
entailment					In 2014, Richard Tischler (Free Voters) won the election.	He won the election in 2014	contrast_19159759.001	contrast_19159759.001e	wikipedia	entailment				
entailment					Providence-based Citizens Bank acquired all of the savings bank's deposits the following year.	The bank gained control over all the deposits the next year.	contrast_30788595.001	contrast_30788595.001e	wikipedia	entailment				
contradiction					Treatment is often based on the MRI findings and whether or not symptoms are persistent.	Treatments are solely based on symptoms. 	contrast_53279582.000	contrast_53279582.000c	wikipedia	contradiction				
contradiction					In 1984, he started a boat dealership north of Jamestown called Grabinger's Marine, which he owns to this day.	His boat dealership is south of Jamestown.	contrast_56383944.000	contrast_56383944.000c	wikipedia	contradiction				
entailment					NKI has a strong academic collaboration with the Department of Psychiatry of New York University.	The Department of Psychiatry of New York University works closely with them. 	contrast_08540976.001	contrast_08540976.001e	wikipedia	entailment				
contradiction					In 2004, Formosa Automobile Corporation shut down the self-owned Formosa brand due to the long term financial loss of the brand.	The self-owned Formosa brand, Formosa Automobile Corporation opened in 2004. 	contrast_56328450.000	contrast_56328450.000c	wikipedia	contradiction				
entailment					The 1.5 mile (2.4 km) ditch has a capacity of approximately 8 cubic feet per second (0.2 m3/s) and average annual deliveries between 1990 and 1999 were 31 acre-feet (38,000 m3).	The 1.5 mile ditch's capacity is approximately 8 cubic feet per second.	contrast_30224693.001	contrast_30224693.001e	wikipedia	entailment				
contradiction					The lack of a form of sanitation systems was also prevalent, with trash and human excrement scattered in public throughout the villages and the absence of a water pipe system or other method of dispensing clean water to the people.	The city lacked proper sanitation	contrast_48655987.002	contrast_48655987.002c	wikipedia	contradiction				
entailment					It's easy to imagine it being sentimentalized by a studio executive, being made more upbeat for the audience.	It is made to be uplifting for the audience even though it is sentimental.	contrast_16651440.001	contrast_16651440.001e	wikipedia	entailment				
entailment					It was instituted in 1970 and was awarded until 1988, when it was replaced by the Woltemade Cross for Bravery.	The first award was given in 1970. 	contrast_17780809.001	contrast_17780809.001e	wikipedia	entailment				
entailment					In spring 2014, the Schuler AG Executive Board decided to apply for the Schuler AG shares to be delisted.	Before summer of 2014, a decision to have shares delisted was made.	contrast_57553877.000	contrast_57553877.000e	wikipedia	entailment				
entailment					"Baseball America"" named him the 8th-best prospect in the Northwest League, and as having the 4th-best power among 2005 draftees."	In 2005 he was ranked 8th in the Northwest League.	contrast_34678948.002	contrast_34678948.002e	wikipedia	entailment				
contradiction					The first logo of supermarket chain has been in use from 1964 to 2004, and the second and current logo is in use from 2004.	The first logo is still used. 	contrast_09227616.001	contrast_09227616.001c	wikipedia	contradiction				
contradiction					It recorded admissions of 1,190,355 in France.	It recorded under three-hundred admissions. 	contrast_51175177.000	contrast_51175177.000c	wikipedia	contradiction				
contradiction					Additional instruments played included a set of Latin Percussion timbales and white congas, a cowbell, 6- and 8-inch Zildjian cymbals, Promark drum sticks, a Simmons SDS-9, a cornet and a 17th-century Italian viola.	The flute and drum was also included. 	contrast_28129018.005	contrast_28129018.005c	wikipedia	contradiction				
contradiction					On November 3, the Irish narrowly avoided an upset by beating Pittsburgh 29–26 in three overtimes.	In the beginning of November, The Irish beat Pittsburgh 10-4.	contrast_20552800.007	contrast_20552800.007c	wikipedia	contradiction				
contradiction					He returned to work in the Central Asia region from 2001 to 2003 as the deputy Head of Mission at the embassy of Pakistan in Almaty, Kazakhstan.	He arrived to Pakistan in the 1980s	contrast_48087671.003	contrast_48087671.003c	wikipedia	contradiction				
contradiction					After the guard has dried out two small holes are made in the center of the gourd, in the area directly opposite the opening in it.	Two small holes are made at the edges. 	contrast_59018659.004	contrast_59018659.004c	wikipedia	contradiction				
entailment					Another technical patch was released on 10 October combating the issues, and players experiencing issues were told not to recreate their multiplayer avatars.	A technical path was released to combat issues. 	contrast_49447164.005	contrast_49447164.005e	wikipedia	entailment				
entailment					TCDD Taşımacılık operates trains on a network of over within 59 of the 81 provinces in Turkey.	It operates trains in most of the territories in Turkey.	contrast_55596458.000	contrast_55596458.000e	wikipedia	entailment				
contradiction					An elbow to his face in a game of basketball shattered the bones around his already damaged right eye.	He broke the bones in his face on a rugby game	contrast_40010846.003	contrast_40010846.003c	wikipedia	contradiction				
entailment					The Martin City CID has been instrumental in organizing street construction, streetscape improvements and security programs in the area business district.	It has been instrumental in organizing security programs.	contrast_52789264.001	contrast_52789264.001e	wikipedia	entailment				
contradiction					"Adam Nayman of ""Eye Weekly"" reported that director Cronenberg said ""just don't give the plot away"" and Nayman wrote ""his request is understandable."""	The director said to give the plot away.	contrast_18312146.000	contrast_18312146.000c	wikipedia	contradiction				
entailment					After World War II, the city began to grow and diversify its industrial base.	The city's industrial base diversified immensely 	contrast_02759322.000	contrast_02759322.000e	wikipedia	entailment				
entailment					KIKK (650 AM) is a daytime-only station, licensed to Pasadena, which broadcasts a sports radio format under ownership of Entercom.	The radio broadcasts only in daytime 	contrast_17518013.000	contrast_17518013.000e	wikipedia	entailment				
contradiction					Muhammed Ghassan Aboud (; born 1967) is a Dubai based Syrian entrepreneur, philanthropist and a founding member of the Syrian Business Council.	Muhammed works as a director.	contrast_50893866.000	contrast_50893866.000c	wikipedia	contradiction				
contradiction					He was full member of the Committee on Foreign Affairs and Vice-Chairman of the Delegation for Relations with the Korean Peninsula.	He was the vice-chairman of the Committee on Foreign Affairs.	contrast_09824209.000	contrast_09824209.000c	wikipedia	contradiction				
contradiction					The Foundation Stakes is a Listed flat horse race in Great Britain open to horses aged three years or older.	The horses are between the age of two or younger 	contrast_50569116.000	contrast_50569116.000c	wikipedia	contradiction				
entailment					This ensured that Jolly Cola was a well-established product in many places when Coca-Cola finally ventured into the market.	It was a well-established product in the market	contrast_05487053.004	contrast_05487053.004e	wikipedia	entailment				
entailment					He also created composite characters to expedite the narrative flow.	He had created composite characters. 	contrast_18271159.001	contrast_18271159.001e	wikipedia	entailment				
contradiction					In 2008, the majority of sub-Saharan Africa as a whole had an estimate of 430,000 HIV infections among children under the age of 15.	A few number of kids were affected by it	contrast_51606869.001	contrast_51606869.001c	wikipedia	contradiction				
contradiction					In 1874, he settled in Samarra, where he established the city's first Shia seminary.	In 1880, He established the city's first Shia seminary when he passed through Samarra.	contrast_56638743.005	contrast_56638743.005c	wikipedia	contradiction				
entailment					"Humphrey Jennings directed the 29-minute-long film ""The True Story of Lili Marlene"" in 1944 about the song."	A film was made about the song.	contrast_03733728.000	contrast_03733728.000e	wikipedia	entailment				
contradiction					The lady tigers are coached by Worley Barker and assisted by Jasmin Hutchinson	The lady tigers only have one coach. 	contrast_05939468.004	contrast_05939468.004c	wikipedia	contradiction				
entailment					"Initially only located on the Fiji island of Viti Levu, ""Levuana"" eventually spread to neighboring islands, including the main coconut producing island of Vanau Levu."	It spread to the neighboring islands.	contrast_25993644.002	contrast_25993644.002e	wikipedia	entailment				
entailment					16 teams were divided into two groups, one with eight teams from the United States and another with eight international teams, with both groups playing a modified double-elimination tournament.	16 teams were separated into two groups.	contrast_59168545.001	contrast_59168545.001e	wikipedia	entailment				
entailment					On November 18, 2010, he was named the interim head coach at Whittier College.	He was named the head coach in late 2010. 	contrast_37772618.009	contrast_37772618.009e	wikipedia	entailment				
entailment					"This genus was once considered part of ""Pleurothallis"" and, since publication in 2004 as a separate genus, is not yet fully accepted in all botanical forums."	The genus was not accepted in all botanical forums.	contrast_18789535.001	contrast_18789535.001e	wikipedia	entailment				
contradiction					Criticisms of the game include the strange controls (the player must press the R1 button to move forward), the poor graphics that were taken from the PlayStation developer's kit, and the poor collision detection.	The controls for the game were pleasing.	contrast_59132220.001	contrast_59132220.001c	wikipedia	contradiction				
contradiction					It is voted on by media, MLS players and club management based on regular-season performance.	It is given to the player that performs the best each time.	contrast_08046328.001	contrast_08046328.001c	wikipedia	contradiction				
entailment					He never claimed to be any other than an ordinary man.	At no time did he say that he was anything but ordinary.	contrast_15298319.004	contrast_15298319.004e	wikipedia	entailment				
contradiction					It is the primordial vascular channel from which the aortic arches arise (and eventually the dorsal aortae) and is homologous to the ventral aorta of gill-bearing vertebrates.	The aortic arches decline.	contrast_45260429.001	contrast_45260429.001c	wikipedia	contradiction				
contradiction					In January 2008, Clarke joined Liverpool's newest talk radio station City Talk 105.9, presenting a late night show on Saturday evenings.	Clarke presented a a breakfast show on Saturday  mornings. 	contrast_12306748.000	contrast_12306748.000c	wikipedia	contradiction				
entailment					Hepatitis C virus is a single-stranded RNA virus in the Flaviviridae family.	Hepatitis C is in the Flaviviridae family.	contrast_29640430.000	contrast_29640430.000e	wikipedia	entailment				
entailment					The accompanying music video for the song was filmed in the Greek island of Milos, in the Cyclades.	The video was shot in Greece 	contrast_54718816.000	contrast_54718816.000e	wikipedia	entailment				
contradiction					In May 1928, he was appointed judge of the Supreme Court of Ceylon and took a leading role in the revision and comparison of the new Criminal Procedure Code.	In May 1980, a new judge was appointed of the Supreme Court of Ceylon.	contrast_35073895.002	contrast_35073895.002c	wikipedia	contradiction				
entailment					The FFF officially made its selections on 11 November 2009, and the city of Nice was selected as a site to host matches during the tournament.	Nice was chosen as the host city. 	contrast_06789251.001	contrast_06789251.001e	wikipedia	entailment				
entailment					"In February 2009 he worked with Wil Johnson and Robert Cavanah on a short film entitled ""Colour Blind"" to bring attention to the dangers of seeing racism everywhere."	"He worked with two other people on a short movie called ""Colour Blind"" in February of 2009."	contrast_45170855.000	contrast_45170855.000e	wikipedia	entailment				
entailment					Oakland has eight detectives assigned to investigate robberies.	They have more than seven detectives to look into the robberies.	contrast_36276281.000	contrast_36276281.000e	wikipedia	entailment				
entailment					The causes of the depopulation included PKK atrocities against Kurdish clans who they could not control, the poverty of the southeast, and the Turkish state's military operations.	There were multiple different causes for the depopulation. 	contrast_03394233.001	contrast_03394233.001e	wikipedia	entailment				
entailment					"Musicologist Richard Taruskin writes, ""Within the Belyayev circle a safe conformism became increasingly the rule""."	Richard Taruskin is a musicologist	contrast_32899338.000	contrast_32899338.000e	wikipedia	entailment				
contradiction					The three highways curve to a northwesterly heading, before US 90/US 98 Truck depart the highway at exit 2, on the Mobile–Prichard city line.	The three highways make a southwesterly heading.	contrast_14741019.005	contrast_14741019.005c	wikipedia	contradiction				
entailment					Historically a blending variety, Scurtarola released the first varietal Vermentino nero in 1989.	It is a blended variety	contrast_47063356.002	contrast_47063356.002e	wikipedia	entailment				
contradiction					Anjialava is a town and commune () in northern Madagascar.	The town is located in southern Madagascar 	contrast_28966529.000	contrast_28966529.000c	wikipedia	contradiction				
entailment					The parent company, Al Copeland Enterprises, operated the two chains separately.	It operates the two chains separately,	contrast_40841444.001	contrast_40841444.001e	wikipedia	entailment				
entailment					From 2000 to 2006, she was a member of the provincial government of Walloon Brabant, and in 2003 she was elected a Member of the European Parliament for a third time, as a member of the Liberal Reformist Party and the Mouvement Réformateur.	She was a member of the provincial government for six years.	contrast_37468939.001	contrast_37468939.001e	wikipedia	entailment				
contradiction					To the north parts are built on older sandstone and gritstones and to the east it extends into the magnesian limestone belt.	Its entirely built of sandstone	contrast_21882805.002	contrast_21882805.002c	wikipedia	contradiction				
entailment					The building follows a Chinese pagoda style and has an octagonal base to be stable against high winds which are typical in Taiwan as it is prone to typhoons.	It is designed to withstand the high winds. 	contrast_15886767.000	contrast_15886767.000e	wikipedia	entailment				
contradiction					The two greatest threats to slow lorises are deforestation and the wildlife trade.	Agriculture is the biggest threat.	contrast_09104347.000	contrast_09104347.000c	wikipedia	contradiction				
entailment					In the elections of 1984, the first since the end of the military dictatorship which had ruled Uruguay from 1973 to 1984, Michelini was elected to the city council in Montevideo running for the Party for the Government of the People.	The election was in 1984.	contrast_34938755.000	contrast_34938755.000e	wikipedia	entailment				
entailment					"In 1993, Jorge Iacobellis left the band, replaced by Pablo Potenzoni and then Horacio ""Gamexane"" returned to group."	He was replaced by Pablo Potenzoni.	contrast_17637535.000	contrast_17637535.000e	wikipedia	entailment				
contradiction					In the capillary, water is forced out through the pores in the wall by hydrostatic pressure and driven in by the osmotic pressure of plasma proteins (or oncotic pressure).	Water is released through the pores by the help of frictional force	contrast_05882382.001	contrast_05882382.001c	wikipedia	contradiction				
entailment					He was a fixture on the Craftsman Truck Series for years, but has competed on all levels of NASCAR.	He has competed in all levels of NASCAR. 	contrast_18906594.002	contrast_18906594.002e	wikipedia	entailment				
contradiction					There are also twenty four ambulances for advanced and basic life support.	There are about 2000 ambulances available for life support.	contrast_39703468.002	contrast_39703468.002c	wikipedia	contradiction				
contradiction					However, the following season (2016–17) saw another disastrous slump, under five different managers, as well as off-pitch turmoil, including a winding-up hearing against Becchetti for unpaid taxes.	No managers has been sacked over 2016-2019.	contrast_05372282.001	contrast_05372282.001c	wikipedia	contradiction				
entailment					It dips south, north and then south again through a largely wooded area as it approaches Genesee Country Village and enters Monroe County near Mumford.	It is located though a large forest area near Mumford.	contrast_07968663.004	contrast_07968663.004e	wikipedia	entailment				
entailment					Lady Dering was buried at Pluckley in Kent, and has a memorial inscription in the church there.	The church at Pluckley in Kent, has a memorial for Lady Dering.	contrast_20466772.000	contrast_20466772.000e	wikipedia	entailment				
contradiction					"The rector uses the title ""Cardinal Rector"", being the last remaining cleric in the Church of England to use the title Cardinal."	There is one Cardinal Rector of St Magnus-the-Martyr Church. 	contrast_08856571.003	contrast_08856571.003c	wikipedia	contradiction				
entailment					Turned from a spoiled lady into a slave, Luisa starts to become sick.	After turning into a slave she became sick, she had never been a slave.	contrast_19799250.001	contrast_19799250.001e	wikipedia	entailment				
entailment					Mars has reunited with Alexandra Burke, Adam Levine, Brandy, Sean Kingston and Flo Rida, writing songs for them.	After Mars reunited with the singers, he wrote songs for them.	contrast_47934847.001	contrast_47934847.001e	wikipedia	entailment				
entailment					This area was actually a dense forest near Himalayan foothills and the government was using this area to rehabilitate Hindu, Sikh and other migrants from West Pakistan, in the aftermath of the partition of 1947.	They were using the area to rehabilitate migrants.	contrast_34812062.002	contrast_34812062.002e	wikipedia	entailment				
entailment					With the Union Army’s breakthrough of the Confederate line on April 2, the 140th now joined in the final pursuit of the remnants of Lee’s troops, which would include the Battle of Sayler's Creek and their final battle at Farmville on April 7.	On April 2, the Union Army had a  breakthrough of the Confederate line.	contrast_31586156.000	contrast_31586156.000e	wikipedia	entailment				
entailment					The locomotive was retired from regular service on July 20, 1895, then donated to Stanford University; however, it was not delivered to the university until 1899.	It was retired from service in mid-1895.	contrast_15730892.002	contrast_15730892.002e	wikipedia	entailment				
entailment					In 2010 he also was the play by play host for two of the biggest upsets of the year.	He hosted games in 2010.	contrast_21890476.005	contrast_21890476.005e	wikipedia	entailment				
entailment					It gained recognition and spread in Delta, Edo, Ondo, Rivers and Lagos states of Nigeria.	It spread into Delta and Edo after gaining recognition. 	contrast_44481775.004	contrast_44481775.004e	wikipedia	entailment				
entailment					Although the masseteric nerve transfer provides a strong smile within the range of normal, it never becomes truly spontaneous and emotional.	The smile is produced by the masseteric nerve	contrast_39946025.003	contrast_39946025.003e	wikipedia	entailment				
entailment					"She was described as ""the stand-out journalist in an outstanding field""."	She was considered a very good professional 	contrast_38111127.000	contrast_38111127.000e	wikipedia	entailment				
contradiction					The band now consisted of Dunton, Jinks and Moore.	In 1994, he began the band.	contrast_20857736.004	contrast_20857736.004c	wikipedia	contradiction				
entailment					As of 2007, alleyways are still not considered to be streets because they do not meet the 32 ft width requirement, although other alleyways outside of Chinatown are.	They are less than 32ft in width.	contrast_27248379.003	contrast_27248379.003e	wikipedia	entailment				
contradiction					The age limit for the contestants was increased from 12 to 13 years old.	Some contestants were 17 years old.	contrast_46228703.001	contrast_46228703.001c	wikipedia	contradiction				
contradiction					A change in control of Bayan requires certain regulatory approvals.	Bureaucratic control is centralized in Bayan, as it is singularly chosen. 	contrast_15461624.001	contrast_15461624.001c	wikipedia	contradiction				
entailment					During his stay in Japan, Kaempfer's tact, diplomacy and medical skill overcame the cultural reserve of the Japanese.	Kaempfer's tact, diplomacy and medical skill helped him conquer the culture barrier.	contrast_06875938.000	contrast_06875938.000e	wikipedia	entailment				
entailment					Later, she discovers that Riquet has been selling his own waffles during business hours, due to him offering her an under the table job helping him mix the batter.	She was offered a job that didn't report her earnings, helping to mix batter. 	contrast_10531479.002	contrast_10531479.002e	wikipedia	entailment				
contradiction					Visakhapatnam has a sex ratio of 1003 females for every 1000 males, and a literacy rate of 67.7%.	The literacy rate is unknown	contrast_14865603.003	contrast_14865603.003c	wikipedia	contradiction				
entailment					None of the original pieces are that memorable but the overall mood is haunting and at times jubilant.	The collection wasn't that well received.	contrast_42984650.001	contrast_42984650.001e	wikipedia	entailment				
contradiction					They published it in hardcover and e-book on October 30.	The e-book version is still available to this day. 	contrast_58084624.001	contrast_58084624.001c	wikipedia	contradiction				
entailment					Medvedev ultimately prevailed in the election facing no strong challenge.	There were no big challenges for Medvedev in the election. 	contrast_59962719.000	contrast_59962719.000e	wikipedia	entailment				
entailment					During the assignment, in December 1884, Scheer participated in a landing party that suppressed a pro-British indigenous chieftain in Kamerun.	He was a member of the party in 1884.	contrast_04702738.004	contrast_04702738.004e	wikipedia	entailment				
contradiction					They competed in the English Premier Ice Hockey League during the 1998-99 season and folded halfway through the 1999-00 season.	They won the National Hockey league.	contrast_53477992.001	contrast_53477992.001c	wikipedia	contradiction				
contradiction					"This led her to become interested in the anarchistic ideas of the time and in feminism, that inspired her to the publication of ""Pour la vie"" (""For Life"") in 1898."	Although she was indifferent to feminism her publications were filled with it. 	contrast_03175596.002	contrast_03175596.002c	wikipedia	contradiction				
contradiction					"Musically, ""All the Lovers"" is an electropop-influenced disco track."	It is influenced by Europop. 	contrast_38119597.000	contrast_38119597.000c	wikipedia	contradiction				
entailment					"After King Constantine's abdication in 1917, many Greek-American liberals regarded ""Constantinism"" as German propaganda, and attacked ""Atlantis""' reporting on Greek internal affairs as damaging to the Allied war effort."	"Greek-American liberals considered ""Constantinism"" German propaganda."	contrast_42219900.000	contrast_42219900.000e	wikipedia	entailment				
contradiction					"Park had been a Japanese collaborator, serving in the Manchukuo Army and had fought with the Kwantung Army against the ""bandits"" as the Japanese called all guerrillas in Manchuria."	There was much resistance from guerrillas.	contrast_02927900.001	contrast_02927900.001c	wikipedia	contradiction				
