index	promptID	pairID	genre	null	null	null	null	sentence1	sentence2	label1	gold_label
73	base_24122263.003	base_24122263.003e	wikipedia					The ornament surrounding the three windows on the Second Street side are highly detailed.	The three windows are surrounded by an ornament.	entailment	entailment
74	base_58346133.001	base_58346133.001e	wikipedia					"There are over 1,000 pizzerias and ""slice shops"" in NYC, and many purvey both whole pies and slices."	In NYC there are many purvey both whole pies and slices.	entailment	entailment
75	base_33420621.001	base_33420621.001e	wikipedia					The isthmus between Panguil Bay that separates Lanao del Norte from Misamis Occidental and Illana Bay that separates Lanao del Sur from Zamboanga del Sur is what connects the Zamboanga Peninsula to the rest of Mindanao Island.	Lanao del Norte is separated from Misamis Occidental by an isthmus	entailment	entailment
76	base_38685250.001	base_38685250.001n	wikipedia					As a tribute to Victoria, Crown Princess of Sweden, Prince Daniel, Duke of Västergötland engaged Elofsson to compose a song that express what we feel when we fall in love with someone.	As tribute to Victoria, Daniel composed a love song in order to ask her to marry him	neutral	neutral
77	base_30644600.002	base_30644600.002c	wikipedia					The peninsula between the 2 bays is on a high hill, which is connected to land and extends to the sea.	The peninsula is between a bay and the ocean. 	contradiction	contradiction
78	base_58878033.000	base_58878033.000e	wikipedia					The Shroud of Turin is a length of linen cloth bearing the negative image of a man who is alleged to be Jesus of Nazareth.	The shroud of turin has the alleged image of Jesus on it. 	entailment	entailment
79	base_28605516.001	base_28605516.001e	wikipedia					He belongs to the Communist Party of India (Marxist) and represents Ambalappuzha constituency.	He's known for being part of the Communist Party of India	entailment	entailment
80	base_54984075.001	base_54984075.001n	wikipedia					The choir has been a laboratory for the young conductor and composer since its beginnings and still performs a lot of Uusberg's music.	The choir has been a laboratory for the old conductor and composer.	neutral	neutral
81	base_37189241.002	base_37189241.002e	wikipedia					The aid provided by France according to the French Government consists of:	France provided aid.	entailment	entailment
82	base_53446023.003	base_53446023.003e	wikipedia					In 2017, the company began removal of the approach structure's wooden deck and railroad ties.	In 2017 the company began to remove railroad ties.	entailment	entailment
83	base_23238809.000	base_23238809.000n	wikipedia					"She is the author of the book """"."	Other than the book, she had a blog 	neutral	neutral
84	base_31945474.003	base_31945474.003n	wikipedia					As of 1880, almost all of the nation's top ten glass producing counties were located on a waterway.	The top ten glass producing counties supplied 80% of the country's glass	neutral	neutral
85	base_31478205.000	base_31478205.000e	wikipedia					"The legend of the Edenhall Cup is mentioned in the first chapter of Anthony Trollope's novel ""The Little House at Allington"", saying that guests had to drink from the cup regardless of the danger that it might break."	Anthony Trollope mentioned The legend of the Edenhall Cup in his novel	entailment	entailment
86	base_40812040.000	base_40812040.000c	wikipedia					In the United States, it aired on ABC and Style Network and currently airs on Up TV.	In United States, the show aired on E entertainment television	contradiction	contradiction
87	base_46107057.005	base_46107057.005n	wikipedia					Kade uses gecko genes to grow back his arm.	Kade can use gecko genes to grow any limb.	neutral	neutral
88	base_31205825.000	base_31205825.000n	wikipedia					Salisbury Cathedral from the Bishop's Grounds is an 1823 painting by the nineteenth-century landscape painter John Constable (1776–1837).	Salisbury Cathedral is located in Amsterdam	neutral	neutral
89	base_35385418.001	base_35385418.001n	wikipedia					The album's title was derived from the tracks it contained, being the release consisted of James's ten top record hits in the past three years.	James made sure that only his best songs made it to the album	neutral	neutral
90	base_21420980.003	base_21420980.003e	wikipedia					These problems are more pronounced within the Chicago portion of the district – 14 of the district's 18 suburbs had median household incomes over $40,000 as of 1999, with the six most affluent grouped in the southwest corner of the district.	Chicago has 18 suburbs.	entailment	entailment
91	base_04493547.000	base_04493547.000n	wikipedia					Magazine's music continues to be an influence today.	Magazine's music still has influence, like 10 years ago	neutral	neutral
92	base_05155570.000	base_05155570.000n	wikipedia					Lanchester's car was completed in 1895 and given its first test run in 1896, and proved to be unsatisfactory, being underpowered and having transmission problems.	Lanchester was a great car.	neutral	neutral
93	base_11506498.001	base_11506498.001c	wikipedia					Unlike previous Bowie bands (such as the Spiders from Mars), Tin Machine acted as a democratic unit.	Spiders from Mars is not a Bowie band.	contradiction	contradiction
94	base_27164439.004	base_27164439.004c	wikipedia					After the war, the communists destroyed their gravestones.	The communists didn't disturb their gravestones after the war.	contradiction	contradiction
95	base_51196928.005	base_51196928.005n	wikipedia					The quarry side of the bunker was protected by an outer curtain wall, which contained entrances to two tunnels leading into the main bunker.	The entrances were heavily trapped.	neutral	neutral
96	base_12087466.001	base_12087466.001n	wikipedia					Like Variation 19, the theme is hidden, in this case by merely gracing the main notes of the theme in passing, thereby achieving a sense of lightness.	Variation 19 is composed in a minor key. 	neutral	neutral
97	base_06482097.003	base_06482097.003e	wikipedia					"Among other celebrated recipients: King Khalid and Prince Fahd (Saudi Arabia), King Hassan (Morocco), Sheik Zayed (United Arab Emirates), President Anwar Sadat (Egypt) and President Hafez Assad (Syria)."""	King Khalid is the king of Saudi Arabia.	entailment	entailment
98	base_28995351.001	base_28995351.001c	wikipedia					This proposal, although rejected in favour of David Asper's plan, called for a $265 million stadium at the former Public Markets site in the St. Boniface industrial park, which Canad Inns purchased from the city.	David Asper establish the David Asper Centre for Constitutional Rights	contradiction	contradiction
99	base_58510756.003	base_58510756.003e	wikipedia					A carer from Glasgow died on her way to work and a 52-year-old homeless man was found dead freezing inside his tent.	Inside his tent, a homeless man was found dead.	entailment	entailment
100	base_29625621.000	base_29625621.000e	wikipedia					He is an active member of The Church of Jesus Christ of Latter-day Saints.	The Church of Jesus Christ of Latter-day Saints has him as an active member	entailment	entailment
101	base_27445346.001	base_27445346.001c	wikipedia					A saw pit could, if circumstances demanded, be worked by a single person, the end of the saw being weighted with a stone or some other weight, and then raised and lowered by the sawyer.	A saw pit always needs at least 3 people in order to meet full functionality. 	contradiction	contradiction
102	base_07590877.003	base_07590877.003e	wikipedia					Near the coastline, offshore winds move the warm waters near the surface offshore, and replace them with cooler water from below in the process known as Ekman transport.	The process where winds moves surface waters away from the coast is named Ekman transport	entailment	entailment
103	base_23784927.010	base_23784927.010e	wikipedia					A native of Mexico City, Jaime seldom fought there because he was so popular in border towns like Tijuana.	Jaime was a native of Mexico City. 	entailment	entailment
104	base_42728738.001	base_42728738.001n	wikipedia					He won a bronze medal at the 1988 Seoul Games in the Men's Slalom C4-5 event.	After the 1988 Seoul Games, he retired.	neutral	neutral
105	base_47022004.003	base_47022004.003e	wikipedia					Furthermore, the number of copies to be printed over the course of three more print runs before the release date was expected to reach 450,000 copies.	The print runs were expected to be 450000 copies. 	entailment	entailment
106	base_46961807.000	base_46961807.000c	wikipedia					In the state of Texas, four small communities share the name Needmore and the high plains area of the Llano Estacado has two.	All 7 of the Needmore communities are right next to each other.	contradiction	contradiction
107	base_35980704.004	base_35980704.004n	wikipedia					Recently in June 2013, Justice Sidi Yahefdhou, Chief Justice of Mauritania also visited Pakistan.	The Chief Justice Yahefdhou visited places other than Pakistan.	neutral	neutral
108	base_52037862.001	base_52037862.001e	wikipedia					It is fully open to the public from 07:30-21:00 during the summer months, and closes instead at dusk during the autumn, winter and spring.	It's open from 07:30-21:00 during summer	entailment	entailment
109	base_49738784.002	base_49738784.002n	wikipedia					"Even when the tunes have a familiar swinging, funky, or melancholic feel, Parker's quartet offers plenty of surprises""."	They were known for the funky feel.	neutral	neutral
110	base_25599732.001	base_25599732.001n	wikipedia					One length is equal to 0.08 of one second.	The length was initially measured by a scientist in Italy.	neutral	neutral
111	base_00528854.001	base_00528854.001e	wikipedia					"In winter, occasionally a condition known as ""Berg wind"" or ""Oosweer"" (Afrikaans: East weather) occurs, a hot dry wind blowing from the inland to the coast."	Berg wind is a hot dry wind blowing from the inland to the coast.	entailment	entailment
112	base_03831815.002	base_03831815.002c	wikipedia					"In 1812 the diabolo ""was all the rage""; then it ""enjoyed an ephemeral vogue"" until it ""finally fell into discredit"" some time before 1861."	In 1861 the ephemeral vogue of diabolo began its height.	contradiction	contradiction
113	base_53590659.002	base_53590659.002e	wikipedia					"In January 2004, the magazine name was changed to ""Better Software"" magazine to reflect the broader focus on the entire software lifecycle."	In 2004, Better Software was the new name of the magazine	entailment	entailment
114	base_40641904.000	base_40641904.000n	wikipedia					The Eyalet of Adana () was an eyalet of the Ottoman Empire, established in 1608, when it was separated from the Eyalet of Aleppo.	The Eyalet of Adana was powerful.	neutral	neutral
115	base_18226388.000	base_18226388.000e	wikipedia					In March 2014, Grahame said that she was moving to France as she begrudged being recognised in public.	Grahame felt confident that she'd be less recognized in France.	entailment	entailment
116	base_25335238.000	base_25335238.000e	wikipedia					He was an unsuccessful candidate to the United States Senate in 1940.	He was unsuccessful as a candidate.	entailment	entailment
117	base_01373665.001	base_01373665.001e	wikipedia					"His short poems, known as ""gruks"" or grooks (Danish: ""gruk""), first started to appear in the daily newspaper ""Politiken"" shortly after the German occupation of Denmark in April 1940 under the pseudonym ""Kumbel Kumbell""."	"He published short poems under the pseudonym ""Kumbel Kumbell."""	entailment	entailment
118	base_48611313.003	base_48611313.003e	wikipedia					"His first book, ""Planning for Protestantism in Urban America"", was published in 1964."	In 1964, his first book was published 	entailment	entailment
119	base_07693716.000	base_07693716.000c	wikipedia					The Limited was the top-of-the-line Town & Country trim level from 2008 to 2014.	The Limited was the highest trim level from 2009 to 2012	contradiction	contradiction
120	base_33105105.004	base_33105105.004e	wikipedia					He is often helpful to anyone who visits and tries to offer whatever help he can.	He tries to help when he can.	entailment	entailment
121	base_26476261.004	base_26476261.004e	wikipedia					The remainder of the season was fairly uneventful as he failed to qualify for the Malta Cup, Welsh Open and the China Open.	Nothing of note happened the rest of the season.	entailment	entailment
122	base_33471026.001	base_33471026.001c	wikipedia					In the following Dnipro Cup (Tradepoint Cup-7), Misto finished 2nd, losing in the finals to Russian Major League team HC Belgorod.	Misto never won any award 	contradiction	contradiction
123	base_09022138.001	base_09022138.001c	wikipedia					He won one singles title and 16 doubles titles, including the 1989 French Open Men's Doubles.	He won two singles titles in addition to 16 doubles titles.	contradiction	contradiction
124	base_55093996.001	base_55093996.001e	wikipedia					They defeated Portland State, North Dakota, and Montana in the Big Sky Tournament to earn the conference's automatic bid to the NCAA Tournament.	They defeated Portland State.	entailment	entailment
125	base_02945216.001	base_02945216.001c	wikipedia					It generally favors binational confederation or two-state coexistence, drawing upon fringe historical and contemporary movements as varied as Uri Avneri's pan-Semitism, Buberian Zionism, and even aspects of rightist Canaanism for inspiration.	It doesn't take any inspiration from Buberian Zionism or other fringe movements.	contradiction	contradiction
126	base_47391106.000	base_47391106.000n	wikipedia					In 1921 Holst attracted favourable notice when he played three concertos at one concert with the Berlin Philharmonic Orchestra.	Holst went on to play three more concerts during his time in Berlin. 	neutral	neutral
127	base_15847828.001	base_15847828.001n	wikipedia					In the 1964–65 season Bolton narrowly missed out on promotion back to the top flight, finishing the season in third position.	Bolton went on to be promoted to top flight in the 1966 season. 	neutral	neutral
128	base_19511026.000	base_19511026.000c	wikipedia					He is a powerful wizard, and like Darres, is often looking out for Ishtar.	He rarely looks out for Ishtar.	contradiction	contradiction
129	base_18713976.001	base_18713976.001n	wikipedia					In 1893 Lamond was invited by Vasily Safonov to Moscow to play Tchaikovsky's First Piano Concerto in B-flat minor, Op.	Vasily Safonov invited Lamond to play Tchaikovsky's Third Piano Concerto in B-flat minor in Moscow in 1893.	neutral	neutral
130	base_02032839.000	base_02032839.000e	wikipedia					Claxton is governed by a mayor and city council.	Claxton's executive branch consists of a city council and a mayor	entailment	entailment
131	base_43181232.004	base_43181232.004e	wikipedia					It runs projects in 32 countries on five continents, and is in touch with individuals and small non-profits in 146 countries through the Forum for Overcoming Extreme Poverty.	Individuals and small non-profits within 146 countries help aide these projects.	entailment	entailment
132	base_49585956.002	base_49585956.002c	wikipedia					Lonnie Smith was a leader in the congregation and filed the Smith v. Allwright case along with the church's pastor, A.A. Lucas, in the 1940s.	Lonnie Smith filed a case in 1920.	contradiction	contradiction
133	base_44190355.007	base_44190355.007c	wikipedia					Guatemala's extradition practice, however, fails to address the country's weak justice system.	Guatemala's weak justice system is addressed by the extradition practice.	contradiction	contradiction
134	base_53577162.000	base_53577162.000c	wikipedia					Eremophila acrida is a plant in the figwort family, Scrophulariaceae and is endemic to arid areas in the Northern Territory and Queensland in Australia.	Australia once took over Russia.	contradiction	contradiction
135	base_19117239.000	base_19117239.000e	wikipedia					Jérémy Mathieu (; born 29 October 1983) is a French professional footballer who plays as a centre-back or a left-back for Portuguese club Sporting CP.	Sporting CP is a Portuguese football club.	entailment	entailment
136	base_10714285.001	base_10714285.001n	wikipedia					Beginning in 1998, J.P. Morgan openly discussed the possibility of a merger, and speculation of a pairing with banks such as Goldman Sachs, Chase Manhattan Bank, Credit Suisse and Deutsche Bank AG was prevalent.	J.P. Morgan completed a merger in 1999.	neutral	neutral
137	base_08951622.001	base_08951622.001n	wikipedia					At the urging of his superiors, he removed several discussions of the bomb's moral implications and its creators' unease.	He removed several discussions of the Atomic bomb's moral implications	neutral	neutral
138	base_23485890.004	base_23485890.004n	wikipedia					"Ianto and Jack's relationship is referred to by Owen in ""Captain Jack Harkness"" when he calls Ianto Jack's 'part-time shag'."	"""Captain Jack Harkness"" is a book in a series written by Owen."	neutral	neutral
139	base_08363222.000	base_08363222.000c	wikipedia					Since the retirement of George Weah, the roster of the national team changed significantly.	The team could not recover after two consecutive loses	contradiction	contradiction
140	base_40481630.000	base_40481630.000c	wikipedia					The USA Masters Hall of Fame is the Masters section of the National Track and Field Hall of Fame.	The USA Masters Hall of Fame is only for swimming. 	contradiction	contradiction
141	base_46687402.001	base_46687402.001n	wikipedia					The forewings are greyish white, with numerous greyish brown and brown scales.	The forewings are greyish white with red touches 	neutral	neutral
