index	promptID	pairID	genre	null	null	null	null	sentence1	sentence2	label1	gold_label
53	edit_other_17382158.001	edit_other_17382158.001e	wikipedia					However, his uncle, Muhammad Shah ibn Firuz Shah Tughluq, also desired to be ruler, and struggled against Abu Bakr over the control of the throne.	Abu Bakr controlled the throne.	entailment	entailment
54	edit_other_34749677.000	edit_other_34749677.000c	wikipedia					Sand erosion near the pillars of this old bridge has created structural problems recently.	Sand erosion near the pillars of this bridge has solved structural problems. 	contradiction	contradiction
55	edit_other_40139773.000	edit_other_40139773.000c	wikipedia					Wilson Hall is a dormitory building on the campus of Miami University in Oxford, Ohio.	Wilson Hall is the oldest library building on the campus.	contradiction	contradiction
56	edit_other_26517375.003	edit_other_26517375.003e	wikipedia					According to Sega producer Toshihiro Nagoshi, dragons have a strong image about them, and that when players sample it, they would, as the title suggests, get a feel for the strength and manliness of the main character.	Toshihiro Nagoshi is the producer of Sega.	entailment	entailment
57	edit_other_06337221.001	edit_other_06337221.001c	wikipedia					This section of the suburb is located on the flood plain of the Maribyrnong River, and is home to many market gardens.	This part of the suburb has very few market gardens.	contradiction	contradiction
58	edit_other_17464730.000	edit_other_17464730.000n	wikipedia					Reviewers have also noted the production design, with the space-station set reportedly being built in William Eubank's parents' backyard.	The space-station set is being constructed in a backyard because of budget reasons	neutral	neutral
59	edit_other_36513333.001	edit_other_36513333.001e	wikipedia					This initiative was a major component of the company's global commitment to proven improvement in learning outcomes and applies across all investments and acquisitions.	The company made a global commitment to proven improvement in learning outcomes.	entailment	entailment
60	edit_other_32476880.005	edit_other_32476880.005n	wikipedia					In June 1955, Makeev was appointed chief designer of the SKB-385 to oversee the programme and, in July, the R-11 was formally accepted into military service.	Makeev was born in 1920.	neutral	neutral
61	edit_other_38938796.002	edit_other_38938796.002c	wikipedia					They nudge the works into a stylistic no-man's-land, which is all the richer for its internal contradictions and resistance to cut-and-dried uniformity.	They created works that were identical to the works they had studied in the past as uniformity was ideal. 	contradiction	contradiction
62	edit_other_24500329.000	edit_other_24500329.000n	wikipedia					"New episodes of ""Schloss Einstein"" are currently shown on Saturdays at 2:35 p.m. on channel KiKa."	Schloss Einstein is a popular German TV series 	neutral	neutral
63	edit_other_16250945.000	edit_other_16250945.000e	wikipedia					Joseph Lubega (born January 1, 1982 in Namirembe, Kampala) is a boxer from Uganda, who participated in the 2004 Summer Olympics for his country.	Joseph Lubega is a boxer from Uganda.	entailment	entailment
64	edit_other_43991364.000	edit_other_43991364.000c	wikipedia					Sir Michael Aidan Pakenham, (born 3 November 1943) is a British retired diplomat.	Sir Michael Aidan Pakenham is a retired British assassin.	contradiction	contradiction
65	edit_other_44497667.001	edit_other_44497667.001c	wikipedia					To examine the influence of framing effects on voters’ interpretation of campaigns, a broadcast-print experiment and a broadcast-only experiment were conducted.	16 experiments were conducted.	contradiction	contradiction
66	edit_other_45407255.003	edit_other_45407255.003e	wikipedia					The other founders included Nicolaas Bondt, merchant Adriaan Paets van Troostwijk and physician Jan Rudolph Deiman.	Nicolaas Bondt and Jan Rudolph Deiman were founders.	entailment	entailment
67	edit_other_03432537.001	edit_other_03432537.001e	wikipedia					While there were no legal restrictions on female education, some men did not approve of this practice, such as Muhammad ibn al-Hajj (d. 1336) who was appalled at the behaviour of some women who informally audited lectures in his time:	While there were no legal restrictions on female education, some men, such as Muhammad ibn al-Hajj, were appalled.	entailment	entailment
68	edit_other_23775653.003	edit_other_23775653.003c	wikipedia					In his autobiography, O'Day recounts Hendrix's background and career in the music business.	O'day touches base on some of the factors and details shrouding Jimmy Hendrix's background in the music business and the trajectory of his career in his biography of Hendrix's life.	contradiction	contradiction
69	edit_other_05495033.001	edit_other_05495033.001n	wikipedia					In other words, for any basis of formula_1, the subgroup of all linear combinations with integer coefficients of the basis vectors forms a lattice.	A lattice formula_1 is the set of all integer linear combinations of basis vectors formula_2.	neutral	neutral
70	edit_other_52246478.001	edit_other_52246478.001c	wikipedia					"In Terengganu, there are several types of traditional Malay theatres, such as ""Rodak"", ""Teater Nur Sakti"" and ""Tariang Pula"" (Pulai dance), ""Tariang Saba"" (Saba dance), ""Tariang Bala"" (Balai dance) and so on."	There are only a few types of traditional Malay ttheatres. 	contradiction	contradiction
71	edit_other_16055684.001	edit_other_16055684.001n	wikipedia					In 2014 passengers, angry at not being told of the earlier outbreaks, took legal action against P&O Cruises.	The passengers were not aware of the existence of previous measles outbreaks	neutral	neutral
72	edit_other_55828865.000	edit_other_55828865.000e	wikipedia					Of Circassian origin, Canfeda Hatun was the sister of Divane Ibrahim Pasha.	Canfeda was of Circassian origin and the sister of Pasha. 	entailment	entailment
73	edit_other_08272171.001	edit_other_08272171.001e	wikipedia					Three tunnels were to be dug, one for the two tracks, a drainage tunnel and a ventilation tunnel.	The two tracks would fit into one of the tunnels	entailment	entailment
74	edit_other_02784828.001	edit_other_02784828.001c	wikipedia					"It has been defined as ""the smallest time interval between successive notes in a rhythmic phrase"", and ""the fastest pulse present in a piece of music""."	"It has been defined as ""the biggest time interval between successive notes in a rhythmic phrase""."	contradiction	contradiction
75	edit_other_00751029.004	edit_other_00751029.004c	wikipedia					While at G2S he became aware of massive backups of data being performed, clearly in anticipation of a major network outage.	He failed to find evidence of any backups being performed, which indicated lacking anticipation of an outage. 	contradiction	contradiction
76	edit_other_13042968.002	edit_other_13042968.002c	wikipedia					62% of the plan outlays may come from State budget which includes State Plan and State Share of CSP including flagship programs like RKVY, MGNREGS, GGY, IAY etc.	52% of the plan outlays may come from State budget	contradiction	contradiction
77	edit_other_55298410.000	edit_other_55298410.000e	wikipedia					Spira Mirabilis is a 2016 Italian documentary film directed by Massimo D'Anolfi and Martina Parenti.	Spira Mirabilis is an Italian documentary film made in 2016.	entailment	entailment
78	edit_other_52825721.000	edit_other_52825721.000e	wikipedia					The regiment celebrated its holiday on August 1, the anniversary of the 1920 Battle Of Leszniow, against the Red Army.	The the anniversary of the 1920 Battle Of Leszniow for the regiment is August 1st.	entailment	entailment
79	edit_other_24550763.002	edit_other_24550763.002n	wikipedia					Before independence, Patti was a Tehsil of the Lahore district.	Patti is rich in history Before partition Patti was a tehsil of Lahore district.	neutral	neutral
80	edit_other_46983897.005	edit_other_46983897.005e	wikipedia					Construction started in 1902 and the market opened in 1906.	Construction of the market began in 1902	entailment	entailment
81	edit_other_35892005.000	edit_other_35892005.000e	wikipedia					The series was first broadcast from Monday to Friday at 17:55 / 5:55PM, replaying the next day at 08:00 am and Saturday at 16:40 (when episodes were emitted from the whole week).	The series was first broadcast every weekday at 5:55PM	entailment	entailment
82	edit_other_58967906.001	edit_other_58967906.001c	wikipedia					In the same year, Queen Elizabeth I leased the park to Sir Thomas Egerton, Master of the Rolls and his sons Thomas and John.	Queen Elizabeth I almost leased the park to Sir Thomas Egerton.	contradiction	contradiction
83	edit_other_13879806.006	edit_other_13879806.006c	wikipedia					"On October 25, 2016, KBWX changed call letters to KLLT to match the ""ALT"" branding."	KBWX dropped the branding by the mid to late-1980s, but retained the call letters.	contradiction	contradiction
84	edit_other_22136284.002	edit_other_22136284.002n	wikipedia					Shortly after the launch of the new model, ownership of the Metrocab company passing from Reliant to Hooper and then on to Kamkorp.	The Metrocab company changes of ownership improved its profitability.	neutral	neutral
85	edit_other_23906041.000	edit_other_23906041.000c	wikipedia					The High Street contains a number of public houses, restaurants, local shops, private homes, offices, car dealerships, department stores, chain stores, churches, a school, memorials, the River Witham, a level crossing and Sincil Bank drains.	In the High Street you can only find government offices 	contradiction	contradiction
86	edit_other_00615179.001	edit_other_00615179.001e	wikipedia					A few notable examples include the Porsche 356 SL, and the Porsche 356 A Carrera GT.	It was the most powerful and fastest road-going Porsche until the introduction of the Carrera GT in 2004 and later the 918 Spyder in 2013.	entailment	entailment
87	edit_other_55007167.000	edit_other_55007167.000e	wikipedia					"The Beguiled is a 2017 American drama film written and directed by Sofia Coppola, based on the novel of the same name (originally published as ""A Painted Devil"") by Thomas P. Cullinan."	Sofia Coppala wrote and directed The Beguiled, an american drama film. 	entailment	entailment
88	edit_other_05945597.004	edit_other_05945597.004n	wikipedia					She tells him that Small is dead and asks him to pick her up from Marmora.	Small died due to a heart problem	neutral	neutral
89	edit_other_04778160.000	edit_other_04778160.000c	wikipedia					The present area of the forest occupies a ridge of higher ground, the Epping Forest Ridge, set between the valleys of the Rivers Lea and Roding.	Epping Forest Ridge is located in the Roding forest	contradiction	contradiction
90	edit_other_40747783.000	edit_other_40747783.000n	wikipedia					Worlds Beyond was an American digest magazine of science fiction and fantasy fiction in 1950 and 1951.	Worlds Beyond was a scifi and fantasy fiction magazine distributed in New York	neutral	neutral
91	edit_other_27453609.000	edit_other_27453609.000e	wikipedia					In early 1995, WLLI was sold to Barden Broadcasting, which changed the station's format to hot AC.	Barden Broadcasting changed WLLI's format to hot AC.	entailment	entailment
92	edit_other_00386772.004	edit_other_00386772.004n	wikipedia					Goebbels was drawn to the NSDAP mostly because of Hitler's charisma and commitment to his beliefs.	Because of Hitler's charisma and dedication to his beliefs, Goebbels was inquired to the NSDAP in January of 1938	neutral	neutral
93	edit_other_53019426.003	edit_other_53019426.003n	wikipedia					This factual series is produced by Dragonfly Film and Television Productions, which is part of Shine Group.	Television Productions is owned by Shine Group.	neutral	neutral
94	edit_other_08016465.000	edit_other_08016465.000e	wikipedia					Helwer first ran for the Manitoba legislature in the 1986 provincial election, losing to New Democratic Party incumbent John Bucklaschuk by about 950 votes in the riding of Gimli.	He sought election to the Manitoba legislature in 1986, and lost to New Democratic Party incumbent John Bucklaschuck.	entailment	entailment
95	edit_other_38742634.001	edit_other_38742634.001c	wikipedia					It was established in 1999 as the first Australian international school in Thailand.	It became a national school in 2001 just a year after having earned its international status in Vietnam as the first Australian school to do so.	contradiction	contradiction
96	edit_other_46932492.001	edit_other_46932492.001e	wikipedia					The match was a tense encounter in which Fernando Torres played superbly, netting a late winner following a defensive mix-up after setting up André Schürrle for Chelsea's first.	The match became a tense encounter where Fernando Torres played superbly.	entailment	entailment
97	edit_other_11905511.000	edit_other_11905511.000n	wikipedia					Perform dilation using a 3x3 matrix (H) consisting of all 1's and only insert 1's where the original image (A) also had a 1.	"Where ""A"" is a specific type of matrix, and the original image (a) had a 1, only insert a 1 if the matrix used to perform is a 3x3 and consists of all 1's; this is when you perform dilation."	neutral	neutral
98	edit_other_10904392.002	edit_other_10904392.002n	wikipedia					Doctors are more likely to ascribe negative racial stereotypes to their minority patients.	Medical doctors make diagnoses according to the symptoms experienced by their patients.	neutral	neutral
99	edit_other_24355118.002	edit_other_24355118.002c	wikipedia					These birds have a bouncing flight with alternating bouts of flapping and gliding on closed wings, and most sing well.	Most of these birds squawk instead of singing.	contradiction	contradiction
100	edit_other_27080708.000	edit_other_27080708.000n	wikipedia					"After leaving Kraków, Corvinus worked as school rector and then city secretary (""Stadtschreiber"") at Schweidnitz' (now Świdnica) (1494–1497)."	Corvinus worked as a school rector for a decade	neutral	neutral
101	edit_other_34796592.000	edit_other_34796592.000c	wikipedia					"In Walked Bud was based on the chord progression of ""Blue Skies"", an early pop standard composed in 1927 by Irving Berlin."	In Walked Bud had no chord inspiration from songs like Blue Skies. 	contradiction	contradiction
102	edit_other_01075583.004	edit_other_01075583.004e	wikipedia					He also spent time outside Babylonia, rebuilding temples in the Assyrian city of Harran, and also among his Arab subjects in the deserts to the south of Mesopotamia.	He rebuilt temples in Harran, an Assyrian city located outside of Babylonia.	entailment	entailment
103	edit_other_38933365.000	edit_other_38933365.000c	wikipedia					"In 1930 the Foundation paid the salaries of ""key staff members"" of the Governor's Commission to Investigate Prison Administration and Construction, which created programs for the education and rehabilitation of state prison occupants."	The Foundation paid to hide prison administration from the public.	contradiction	contradiction
104	edit_other_36546522.002	edit_other_36546522.002c	wikipedia					Silver was replaced by the first African-American speaker Carl Heastie.	He was the second African-American to be elected Speaker of the California Assembly.	contradiction	contradiction
105	edit_other_16473270.000	edit_other_16473270.000n	wikipedia					"William ""Willie"" Dunn (August 14, 1941 – August 5, 2013) was a Canadian singer-songwriter, film director and politician."	Willie Dunn was born in 1941 in Toronto, Canada	neutral	neutral
106	edit_other_50471030.001	edit_other_50471030.001c	wikipedia					He was still there when he ordered Malcolm de Harle, his escheator beyond the Trent, who was farming the abbey's revenues, to restore its temporalities and issued the writ to the tenants on 2 July.	Malcolm de Harle was his general behind Trent.	contradiction	contradiction
107	edit_other_19182214.007	edit_other_19182214.007e	wikipedia					For her to be back in it now and me to be dating her is a bit crazy for me, but very enjoyable.	She is back in it now and I enjoy dating her.	entailment	entailment
108	edit_other_07614931.004	edit_other_07614931.004c	wikipedia					The rate of aragonite deposition varies diurnally and seasonally.	The rate is computed as follows: it may reverse its aragonite deposition whether it be seasonaly or diurnally that this occurs.	contradiction	contradiction
109	edit_other_43900035.000	edit_other_43900035.000n	wikipedia					He is the brother of John R. Hetling, a bioengineer who specializes in neural prosthesis of the neural retina.	His brother is an opthalmologist.	neutral	neutral
110	edit_other_59238492.006	edit_other_59238492.006e	wikipedia					Men's and women's toilets have been included in an addition to the north-west of the 1920s hall.	The northwest of the 1920s hall was an addition that had toilets for both men and women.	entailment	entailment
111	edit_other_15529789.002	edit_other_15529789.002c	wikipedia					He served as mayor until he was elected to the St. Louis County Council in 1994.	He served as mayor until 1977.	contradiction	contradiction
112	edit_other_02199168.001	edit_other_02199168.001n	wikipedia					The city contains several freeway interchanges connecting local roads to the two interstates.	Several freeway interchanges connect all the local roads in the city to both freeways.	neutral	neutral
113	edit_other_38823375.000	edit_other_38823375.000c	wikipedia					Members of the public can visit the FDA Public Reading Room in person at 5600 Fishers Lane, Rockville, Maryland.	The FDA Public Reading Room is located south of DC in Virginia.	contradiction	contradiction
114	edit_other_31296940.004	edit_other_31296940.004n	wikipedia					"She also appeared in a television commercial for ""Echo Women"" by Davidoff."	She has appeared in TV commercials by Davidoff and Calvin Klein	neutral	neutral
115	edit_other_32476880.005	edit_other_32476880.005c	wikipedia					In June 1955, Makeev was appointed chief designer of the SKB-385 to oversee the programme and, in July, the R-11 was formally accepted into military service.	June 1998 Makeev became chief designer.	contradiction	contradiction
116	edit_other_01224153.002	edit_other_01224153.002c	wikipedia					"An excess of visceral fat is known as central obesity, the ""pot belly"" or ""beer belly"" effect, in which the abdomen protrudes excessively."	An excess of visceral fat is common in middle aged males	contradiction	contradiction
117	edit_other_11211865.002	edit_other_11211865.002c	wikipedia					Both justices ruled in favor of the restrictions.	The decision of one of the judges rejected the restrictions	contradiction	contradiction
118	edit_other_11677597.002	edit_other_11677597.002n	wikipedia					The flowers are born in racemes up to 80 centimeters (31 inches) long.	Flowers are up to 80 cm long when they are born, and their tree can reach up to 50 meters 	neutral	neutral
119	edit_other_20651155.001	edit_other_20651155.001n	wikipedia					There were 956 married individuals, 94 widows or widowers and 80 individuals who are divorced.	There were more widows than widowers.	neutral	neutral
120	edit_other_27457505.004	edit_other_27457505.004e	wikipedia					The festival draws participants from all over the world.	People from all over the world participate in the festival	entailment	entailment
121	edit_other_12359675.007	edit_other_12359675.007n	wikipedia					If the complainant was not satisfied at this point, he would appeal to the obi of the quarter and the leaders of his family could be summoned to defend their judgment.	The obi of the quarter functioned similarly to a magistrate.	neutral	neutral
122	edit_other_37646262.000	edit_other_37646262.000e	wikipedia					Parker made his first-class debut for Hampshire in the 1926 County Championship against Northamptonshire.	The 1926 championship is where Parker made his first-class debut for Hampshire against Northamptonshire.	entailment	entailment
123	edit_other_32544927.002	edit_other_32544927.002c	wikipedia					Shays' defeat meant that for the first time in almost 150 years, there were no Republican Representatives from New England.	Shays' defeat resulted in there being no Democrat Representatives from New England for the first time in almost 1 and a half centuries.	contradiction	contradiction
124	edit_other_16167485.001	edit_other_16167485.001n	wikipedia					Except for the red linoleum in the kitchen, the rooms on the main floor are floored with mortared brick pavers.	The floor is floored with top of the line mortared brick pavers.	neutral	neutral
125	edit_other_06084147.000	edit_other_06084147.000e	wikipedia					Ilegales (also called Los Ilegales) is a Grammy-nominated Dominican Merenhouse trio.	Ilegales is a Grammy nominated group.	entailment	entailment
126	edit_other_45198729.000	edit_other_45198729.000c	wikipedia					Ferreira earned 84 caps for Portugal at youth level.	While playing at youth level Ferreira earned over 90 caps for Portugal. 	contradiction	contradiction
127	edit_other_10240025.002	edit_other_10240025.002n	wikipedia					It was later given to the Earls of Northumberland, but it returned to the ownership of the church when Henry VIII re-endowed Durham cathedral.	The Cathedral was bought by the Church in 1836. 	neutral	neutral
