gold_label	null	null	null	null	sentence1	sentence2	promptID	pairID	genre	label1	null	null	null	null
contradiction					Earlier, the French Navy had intended to retire these ships in the period from 2010 to 2014.	The French Navy intended to retrofit the ships.	edit_other_12184718.003	edit_other_12184718.003c	wikipedia	contradiction				
entailment					Hostilities with the powerful Sokoto Caliphate soon followed.	Sokoto Caliphate was considered powerful when the conflict started.	edit_other_49952503.002	edit_other_49952503.002e	wikipedia	entailment				
contradiction					Although raised in a religious family, Pol Pot maintained an atheistic attitude later in life.	He renounced family at a very early age and took on a life of a religious devotion.	edit_other_00608347.000	edit_other_00608347.000c	wikipedia	contradiction				
contradiction					It lies approximately north-west of Kutno and north of the regional capital Łódź.	It lies approximately east of the regional capital Łódź.	edit_other_31164348.002	edit_other_31164348.002c	wikipedia	contradiction				
entailment					No contract was ever signed—despite media reports indicating he had—because Flatley and his management wouldn't agree to terms.	Despite media reports, Flatley and company disagreed to terms and no contract was signed.	edit_other_06814815.005	edit_other_06814815.005e	wikipedia	entailment				
entailment					From Hartford, SR 123 travels in a northeasterly direction before turning to the north upon entering Houston County and intersecting SR 103.	SR 123 intersects SR 103 in Houston County.	edit_other_38228329.003	edit_other_38228329.003e	wikipedia	entailment				
neutral					Hostilities with the powerful Sokoto Caliphate soon followed.	The Sokoto Caliphate has continued to the present.	edit_other_49952503.002	edit_other_49952503.002n	wikipedia	neutral				
neutral					"The Third Reich annexed the former German lands, comprising the ""Polish Corridor"", West Prussia, the Province of Posen, and parts of eastern Upper Silesia."	The Third Reich occupied the former German lands during WWII	edit_other_05688569.002	edit_other_05688569.002n	wikipedia	neutral				
entailment					His articles and poems have appeared in many publications worldwide.	His works have appeared in many different publications worldwide. 	edit_other_30325189.000	edit_other_30325189.000e	wikipedia	entailment				
contradiction					The Romans developed law into a kind of science known as jurisprudence.	The Romans developed science into a kind of law known as jurisprudence.	edit_other_43751381.001	edit_other_43751381.001c	wikipedia	contradiction				
contradiction					The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviours and intense romanticism that permeate every facet of her life.	The series stars Martin as herself, a recovering addict who is trying to face her addictive behaviors.	edit_other_60601897.000	edit_other_60601897.000c	wikipedia	contradiction				
entailment					Lough Melvin provided the perfect source for having spent many days gazing upon its vast expanse he had watched in awe at the abundance of wild salmon and various trout like fish that frolicked in pursuit of unsuspecting insect life.	Lough Melvin had spent many hours in awe at the wild salmon. 	edit_other_18647783.004	edit_other_18647783.004e	wikipedia	entailment				
entailment					The estuary, together with Santoña´s natural park, is arguably the most important wetland in the Iberian Peninsula.	The most important wetlands in the Iberian Peninsula are Santoña´s natural park and the estuary.	edit_other_21228037.000	edit_other_21228037.000e	wikipedia	entailment				
contradiction					Swale is a local government district with borough status in Kent, England and is bounded by Medway to the west, Canterbury to the east, Ashford to the south and Maidstone to the south west.	Ashford is north of Swale and Canterbury is west.	edit_other_05354764.000	edit_other_05354764.000c	wikipedia	contradiction				
entailment					It is the seat of the gmina (administrative district) called Gmina Korycin.	It's the location of the gmina called Gmina Korycin. 	edit_other_31056759.001	edit_other_31056759.001e	wikipedia	entailment				
entailment					Erik Pontoppidan, the Bishop of Bergen, Norway, in the mid 18th century, recommended using elm, as it helped the often crumbly bark bread hold together better.	Erik Pontoppidan served as a bishop in Bergen, Norway.	edit_other_46598320.003	edit_other_46598320.003e	wikipedia	entailment				
contradiction					Hamsan made his international debut on October 13 2015 during a FIFA World Cup qualification match against North Korea.	Hamsan played against South Korea in October 13, 2015	edit_other_60197148.000	edit_other_60197148.000c	wikipedia	contradiction				
neutral					English Governors were resident, and consequently it seemed a promising field for the establishment of a mission station.	It was briefly recaptured by the English after the skirmish, and re-instated to the governors. 	edit_other_10600599.001	edit_other_10600599.001n	wikipedia	neutral				
entailment					It was divided in two parts, the public baths towards via Tadino and the hall of the artisans towards corso Buenos Aires.	The villa was divided into two parts, an area for public bathing and another area dedicated to the arts.	edit_other_55687976.001	edit_other_55687976.001e	wikipedia	entailment				
contradiction					"His final release of 1976, ""Baalu Jenu"", yet again saw him performing a role which troubles the female lead."	"His role at ""Baalu Jenu"" inspired the female lead character"	edit_other_06321400.000	edit_other_06321400.000c	wikipedia	contradiction				
neutral					Cristina found Bailey and Webber they both had to say goodbye to Yang, but not before Shane got a word in.	Yang would be going off to study, hence why they were leaving.	edit_other_52080447.003	edit_other_52080447.003n	wikipedia	neutral				
contradiction					To me, doing this record was sort of a tribute to Samhain.	To me, doing this record was disrespectful to Samhain.	edit_other_16565890.001	edit_other_16565890.001c	wikipedia	contradiction				
neutral					African officials took notice of the issue, and the Organization of African Unity issued an official protest.	The Organization of African Unity is headquartered in Kenya.	edit_other_03506576.002	edit_other_03506576.002n	wikipedia	neutral				
contradiction					The stem (peduncle) of the flower spike may either be hidden by the leaf sheaths or protrude.	The stem is one of the few that expose their flower spikes at all times.	edit_other_42937408.001	edit_other_42937408.001c	wikipedia	contradiction				
contradiction					Clark served as the Plano ISD Athletics Director for 17 years.	Plano ISD's Fine Arts Director was Clark for a period of 19 years.	edit_other_28728514.002	edit_other_28728514.002c	wikipedia	contradiction				
neutral					"NME called ""Recharged"" ""further proof"" that dubstep and EDM is nu metal's successor, and described the songs as ""nosebleed drum’n’bass, 8-bit blips and oversized dancehall bass""."	Dubstep is generally instrumental as is EDM which is why they are considered successor's to nu metal, which is the same.	edit_other_47981445.001	edit_other_47981445.001n	wikipedia	neutral				
neutral					In addition to his father's estates at Tristernagh he also acquired plantation land in Cavan.	His father's estates were quite valuable. 	edit_other_45601020.004	edit_other_45601020.004n	wikipedia	neutral				
contradiction					Pelts were stretched over a bar in a cutting machine, and the skin was sliced off in thin shreds, with the fleece coming away entirely.	The skin attached to the bones was thinly sliced off	edit_other_02885912.003	edit_other_02885912.003c	wikipedia	contradiction				
entailment					The first pastor, Samuel Blair, was one of the leaders of the Presbyterian New Light religious movement that swept the colonies as part of the First Great Awakening.	Samuel Blair was the leader of a religious movement.	edit_other_50615515.001	edit_other_50615515.001e	wikipedia	entailment				
contradiction					Trans men are normally treated with exogenous testosterone, which is expected to cease menses, to increase facial and body hair, to cause changes in skin and in fat distribution, and to increase muscle mass and libido.	exogenous progesterone is supposed to increase facial and body hair among other changes	edit_other_51100897.003	edit_other_51100897.003c	wikipedia	contradiction				
neutral					A colony world of the Miraluka named Katarr was stripped of all life by a Sith Lord named Darth Nihilus approximately 3,955 years BBY, during a meeting of several Jedi Masters.	Darth Nihilus became a controversial character.	edit_other_19769969.000	edit_other_19769969.000n	wikipedia	neutral				
contradiction					The brief examined each reason given by Exponent for not believing the referee regarding the question of which gauge had been used pre-game, arguing why Exponent would not have actually believed each reason it gave.	Exponent always agree with the referee.	edit_other_51392411.000	edit_other_51392411.000c	wikipedia	contradiction				
neutral					"No conceptual music videos ended up being made to promote ""Invitation to the Dance"", in part due to issues with the band's troubled label London-Sire."	London-sire was having financial difficulties, so creating the music video would be too big of an expense. 	edit_other_12104926.000	edit_other_12104926.000n	wikipedia	neutral				
neutral					Using a defining vocabulary is not without its problems, and some scholars have argued that it can lead to definitions which are insufficiently precise or accurate, or that words in the list are sometimes used in non-central meanings.	The meanings of many words found in it have not been satisfactorily explained by scholars.	edit_other_02975579.000	edit_other_02975579.000n	wikipedia	neutral				
neutral					The packaging includes liner notes providing information about the songs and bands.	The collective album had over twenty songs in it. 	edit_other_52867346.008	edit_other_52867346.008n	wikipedia	neutral				
neutral					Viceroy Zúñiga sent a ship from the Armada de Barlovento (coast guard) to pick them up and transport them to Veracruz.	Viceroy Zúñiga made sure that they were well taken care of.	edit_other_17809443.001	edit_other_17809443.001n	wikipedia	neutral				
entailment					However, his uncle, Muhammad Shah ibn Firuz Shah Tughluq, also desired to be ruler, and struggled against Abu Bakr over the control of the throne.	Abu Bakr controlled the throne.	edit_other_17382158.001	edit_other_17382158.001e	wikipedia	entailment				
contradiction					Sand erosion near the pillars of this old bridge has created structural problems recently.	Sand erosion near the pillars of this bridge has solved structural problems. 	edit_other_34749677.000	edit_other_34749677.000c	wikipedia	contradiction				
contradiction					Wilson Hall is a dormitory building on the campus of Miami University in Oxford, Ohio.	Wilson Hall is the oldest library building on the campus.	edit_other_40139773.000	edit_other_40139773.000c	wikipedia	contradiction				
entailment					According to Sega producer Toshihiro Nagoshi, dragons have a strong image about them, and that when players sample it, they would, as the title suggests, get a feel for the strength and manliness of the main character.	Toshihiro Nagoshi is the producer of Sega.	edit_other_26517375.003	edit_other_26517375.003e	wikipedia	entailment				
contradiction					This section of the suburb is located on the flood plain of the Maribyrnong River, and is home to many market gardens.	This part of the suburb has very few market gardens.	edit_other_06337221.001	edit_other_06337221.001c	wikipedia	contradiction				
neutral					Reviewers have also noted the production design, with the space-station set reportedly being built in William Eubank's parents' backyard.	The space-station set is being constructed in a backyard because of budget reasons	edit_other_17464730.000	edit_other_17464730.000n	wikipedia	neutral				
entailment					This initiative was a major component of the company's global commitment to proven improvement in learning outcomes and applies across all investments and acquisitions.	The company made a global commitment to proven improvement in learning outcomes.	edit_other_36513333.001	edit_other_36513333.001e	wikipedia	entailment				
neutral					In June 1955, Makeev was appointed chief designer of the SKB-385 to oversee the programme and, in July, the R-11 was formally accepted into military service.	Makeev was born in 1920.	edit_other_32476880.005	edit_other_32476880.005n	wikipedia	neutral				
contradiction					They nudge the works into a stylistic no-man's-land, which is all the richer for its internal contradictions and resistance to cut-and-dried uniformity.	They created works that were identical to the works they had studied in the past as uniformity was ideal. 	edit_other_38938796.002	edit_other_38938796.002c	wikipedia	contradiction				
neutral					"New episodes of ""Schloss Einstein"" are currently shown on Saturdays at 2:35 p.m. on channel KiKa."	Schloss Einstein is a popular German TV series 	edit_other_24500329.000	edit_other_24500329.000n	wikipedia	neutral				
entailment					Joseph Lubega (born January 1, 1982 in Namirembe, Kampala) is a boxer from Uganda, who participated in the 2004 Summer Olympics for his country.	Joseph Lubega is a boxer from Uganda.	edit_other_16250945.000	edit_other_16250945.000e	wikipedia	entailment				
contradiction					Sir Michael Aidan Pakenham, (born 3 November 1943) is a British retired diplomat.	Sir Michael Aidan Pakenham is a retired British assassin.	edit_other_43991364.000	edit_other_43991364.000c	wikipedia	contradiction				
contradiction					To examine the influence of framing effects on voters’ interpretation of campaigns, a broadcast-print experiment and a broadcast-only experiment were conducted.	16 experiments were conducted.	edit_other_44497667.001	edit_other_44497667.001c	wikipedia	contradiction				
entailment					The other founders included Nicolaas Bondt, merchant Adriaan Paets van Troostwijk and physician Jan Rudolph Deiman.	Nicolaas Bondt and Jan Rudolph Deiman were founders.	edit_other_45407255.003	edit_other_45407255.003e	wikipedia	entailment				
entailment					While there were no legal restrictions on female education, some men did not approve of this practice, such as Muhammad ibn al-Hajj (d. 1336) who was appalled at the behaviour of some women who informally audited lectures in his time:	While there were no legal restrictions on female education, some men, such as Muhammad ibn al-Hajj, were appalled.	edit_other_03432537.001	edit_other_03432537.001e	wikipedia	entailment				
contradiction					In his autobiography, O'Day recounts Hendrix's background and career in the music business.	O'day touches base on some of the factors and details shrouding Jimmy Hendrix's background in the music business and the trajectory of his career in his biography of Hendrix's life.	edit_other_23775653.003	edit_other_23775653.003c	wikipedia	contradiction				
neutral					In other words, for any basis of formula_1, the subgroup of all linear combinations with integer coefficients of the basis vectors forms a lattice.	A lattice formula_1 is the set of all integer linear combinations of basis vectors formula_2.	edit_other_05495033.001	edit_other_05495033.001n	wikipedia	neutral				
contradiction					"In Terengganu, there are several types of traditional Malay theatres, such as ""Rodak"", ""Teater Nur Sakti"" and ""Tariang Pula"" (Pulai dance), ""Tariang Saba"" (Saba dance), ""Tariang Bala"" (Balai dance) and so on."	There are only a few types of traditional Malay ttheatres. 	edit_other_52246478.001	edit_other_52246478.001c	wikipedia	contradiction				
neutral					In 2014 passengers, angry at not being told of the earlier outbreaks, took legal action against P&O Cruises.	The passengers were not aware of the existence of previous measles outbreaks	edit_other_16055684.001	edit_other_16055684.001n	wikipedia	neutral				
entailment					Of Circassian origin, Canfeda Hatun was the sister of Divane Ibrahim Pasha.	Canfeda was of Circassian origin and the sister of Pasha. 	edit_other_55828865.000	edit_other_55828865.000e	wikipedia	entailment				
entailment					Three tunnels were to be dug, one for the two tracks, a drainage tunnel and a ventilation tunnel.	The two tracks would fit into one of the tunnels	edit_other_08272171.001	edit_other_08272171.001e	wikipedia	entailment				
contradiction					"It has been defined as ""the smallest time interval between successive notes in a rhythmic phrase"", and ""the fastest pulse present in a piece of music""."	"It has been defined as ""the biggest time interval between successive notes in a rhythmic phrase""."	edit_other_02784828.001	edit_other_02784828.001c	wikipedia	contradiction				
contradiction					While at G2S he became aware of massive backups of data being performed, clearly in anticipation of a major network outage.	He failed to find evidence of any backups being performed, which indicated lacking anticipation of an outage. 	edit_other_00751029.004	edit_other_00751029.004c	wikipedia	contradiction				
contradiction					62% of the plan outlays may come from State budget which includes State Plan and State Share of CSP including flagship programs like RKVY, MGNREGS, GGY, IAY etc.	52% of the plan outlays may come from State budget	edit_other_13042968.002	edit_other_13042968.002c	wikipedia	contradiction				
entailment					Spira Mirabilis is a 2016 Italian documentary film directed by Massimo D'Anolfi and Martina Parenti.	Spira Mirabilis is an Italian documentary film made in 2016.	edit_other_55298410.000	edit_other_55298410.000e	wikipedia	entailment				
entailment					The regiment celebrated its holiday on August 1, the anniversary of the 1920 Battle Of Leszniow, against the Red Army.	The the anniversary of the 1920 Battle Of Leszniow for the regiment is August 1st.	edit_other_52825721.000	edit_other_52825721.000e	wikipedia	entailment				
neutral					Before independence, Patti was a Tehsil of the Lahore district.	Patti is rich in history Before partition Patti was a tehsil of Lahore district.	edit_other_24550763.002	edit_other_24550763.002n	wikipedia	neutral				
entailment					Construction started in 1902 and the market opened in 1906.	Construction of the market began in 1902	edit_other_46983897.005	edit_other_46983897.005e	wikipedia	entailment				
entailment					The series was first broadcast from Monday to Friday at 17:55 / 5:55PM, replaying the next day at 08:00 am and Saturday at 16:40 (when episodes were emitted from the whole week).	The series was first broadcast every weekday at 5:55PM	edit_other_35892005.000	edit_other_35892005.000e	wikipedia	entailment				
contradiction					In the same year, Queen Elizabeth I leased the park to Sir Thomas Egerton, Master of the Rolls and his sons Thomas and John.	Queen Elizabeth I almost leased the park to Sir Thomas Egerton.	edit_other_58967906.001	edit_other_58967906.001c	wikipedia	contradiction				
contradiction					"On October 25, 2016, KBWX changed call letters to KLLT to match the ""ALT"" branding."	KBWX dropped the branding by the mid to late-1980s, but retained the call letters.	edit_other_13879806.006	edit_other_13879806.006c	wikipedia	contradiction				
neutral					Shortly after the launch of the new model, ownership of the Metrocab company passing from Reliant to Hooper and then on to Kamkorp.	The Metrocab company changes of ownership improved its profitability.	edit_other_22136284.002	edit_other_22136284.002n	wikipedia	neutral				
contradiction					The High Street contains a number of public houses, restaurants, local shops, private homes, offices, car dealerships, department stores, chain stores, churches, a school, memorials, the River Witham, a level crossing and Sincil Bank drains.	In the High Street you can only find government offices 	edit_other_23906041.000	edit_other_23906041.000c	wikipedia	contradiction				
entailment					A few notable examples include the Porsche 356 SL, and the Porsche 356 A Carrera GT.	It was the most powerful and fastest road-going Porsche until the introduction of the Carrera GT in 2004 and later the 918 Spyder in 2013.	edit_other_00615179.001	edit_other_00615179.001e	wikipedia	entailment				
entailment					"The Beguiled is a 2017 American drama film written and directed by Sofia Coppola, based on the novel of the same name (originally published as ""A Painted Devil"") by Thomas P. Cullinan."	Sofia Coppala wrote and directed The Beguiled, an american drama film. 	edit_other_55007167.000	edit_other_55007167.000e	wikipedia	entailment				
neutral					She tells him that Small is dead and asks him to pick her up from Marmora.	Small died due to a heart problem	edit_other_05945597.004	edit_other_05945597.004n	wikipedia	neutral				
contradiction					The present area of the forest occupies a ridge of higher ground, the Epping Forest Ridge, set between the valleys of the Rivers Lea and Roding.	Epping Forest Ridge is located in the Roding forest	edit_other_04778160.000	edit_other_04778160.000c	wikipedia	contradiction				
neutral					Worlds Beyond was an American digest magazine of science fiction and fantasy fiction in 1950 and 1951.	Worlds Beyond was a scifi and fantasy fiction magazine distributed in New York	edit_other_40747783.000	edit_other_40747783.000n	wikipedia	neutral				
entailment					In early 1995, WLLI was sold to Barden Broadcasting, which changed the station's format to hot AC.	Barden Broadcasting changed WLLI's format to hot AC.	edit_other_27453609.000	edit_other_27453609.000e	wikipedia	entailment				
neutral					Goebbels was drawn to the NSDAP mostly because of Hitler's charisma and commitment to his beliefs.	Because of Hitler's charisma and dedication to his beliefs, Goebbels was inquired to the NSDAP in January of 1938	edit_other_00386772.004	edit_other_00386772.004n	wikipedia	neutral				
neutral					This factual series is produced by Dragonfly Film and Television Productions, which is part of Shine Group.	Television Productions is owned by Shine Group.	edit_other_53019426.003	edit_other_53019426.003n	wikipedia	neutral				
entailment					Helwer first ran for the Manitoba legislature in the 1986 provincial election, losing to New Democratic Party incumbent John Bucklaschuk by about 950 votes in the riding of Gimli.	He sought election to the Manitoba legislature in 1986, and lost to New Democratic Party incumbent John Bucklaschuck.	edit_other_08016465.000	edit_other_08016465.000e	wikipedia	entailment				
contradiction					It was established in 1999 as the first Australian international school in Thailand.	It became a national school in 2001 just a year after having earned its international status in Vietnam as the first Australian school to do so.	edit_other_38742634.001	edit_other_38742634.001c	wikipedia	contradiction				
entailment					The match was a tense encounter in which Fernando Torres played superbly, netting a late winner following a defensive mix-up after setting up André Schürrle for Chelsea's first.	The match became a tense encounter where Fernando Torres played superbly.	edit_other_46932492.001	edit_other_46932492.001e	wikipedia	entailment				
neutral					Perform dilation using a 3x3 matrix (H) consisting of all 1's and only insert 1's where the original image (A) also had a 1.	"Where ""A"" is a specific type of matrix, and the original image (a) had a 1, only insert a 1 if the matrix used to perform is a 3x3 and consists of all 1's; this is when you perform dilation."	edit_other_11905511.000	edit_other_11905511.000n	wikipedia	neutral				
neutral					Doctors are more likely to ascribe negative racial stereotypes to their minority patients.	Medical doctors make diagnoses according to the symptoms experienced by their patients.	edit_other_10904392.002	edit_other_10904392.002n	wikipedia	neutral				
contradiction					These birds have a bouncing flight with alternating bouts of flapping and gliding on closed wings, and most sing well.	Most of these birds squawk instead of singing.	edit_other_24355118.002	edit_other_24355118.002c	wikipedia	contradiction				
neutral					"After leaving Kraków, Corvinus worked as school rector and then city secretary (""Stadtschreiber"") at Schweidnitz' (now Świdnica) (1494–1497)."	Corvinus worked as a school rector for a decade	edit_other_27080708.000	edit_other_27080708.000n	wikipedia	neutral				
contradiction					"In Walked Bud was based on the chord progression of ""Blue Skies"", an early pop standard composed in 1927 by Irving Berlin."	In Walked Bud had no chord inspiration from songs like Blue Skies. 	edit_other_34796592.000	edit_other_34796592.000c	wikipedia	contradiction				
entailment					He also spent time outside Babylonia, rebuilding temples in the Assyrian city of Harran, and also among his Arab subjects in the deserts to the south of Mesopotamia.	He rebuilt temples in Harran, an Assyrian city located outside of Babylonia.	edit_other_01075583.004	edit_other_01075583.004e	wikipedia	entailment				
contradiction					"In 1930 the Foundation paid the salaries of ""key staff members"" of the Governor's Commission to Investigate Prison Administration and Construction, which created programs for the education and rehabilitation of state prison occupants."	The Foundation paid to hide prison administration from the public.	edit_other_38933365.000	edit_other_38933365.000c	wikipedia	contradiction				
contradiction					Silver was replaced by the first African-American speaker Carl Heastie.	He was the second African-American to be elected Speaker of the California Assembly.	edit_other_36546522.002	edit_other_36546522.002c	wikipedia	contradiction				
neutral					"William ""Willie"" Dunn (August 14, 1941 – August 5, 2013) was a Canadian singer-songwriter, film director and politician."	Willie Dunn was born in 1941 in Toronto, Canada	edit_other_16473270.000	edit_other_16473270.000n	wikipedia	neutral				
contradiction					He was still there when he ordered Malcolm de Harle, his escheator beyond the Trent, who was farming the abbey's revenues, to restore its temporalities and issued the writ to the tenants on 2 July.	Malcolm de Harle was his general behind Trent.	edit_other_50471030.001	edit_other_50471030.001c	wikipedia	contradiction				
entailment					For her to be back in it now and me to be dating her is a bit crazy for me, but very enjoyable.	She is back in it now and I enjoy dating her.	edit_other_19182214.007	edit_other_19182214.007e	wikipedia	entailment				
contradiction					The rate of aragonite deposition varies diurnally and seasonally.	The rate is computed as follows: it may reverse its aragonite deposition whether it be seasonaly or diurnally that this occurs.	edit_other_07614931.004	edit_other_07614931.004c	wikipedia	contradiction				
neutral					He is the brother of John R. Hetling, a bioengineer who specializes in neural prosthesis of the neural retina.	His brother is an opthalmologist.	edit_other_43900035.000	edit_other_43900035.000n	wikipedia	neutral				
entailment					Men's and women's toilets have been included in an addition to the north-west of the 1920s hall.	The northwest of the 1920s hall was an addition that had toilets for both men and women.	edit_other_59238492.006	edit_other_59238492.006e	wikipedia	entailment				
contradiction					He served as mayor until he was elected to the St. Louis County Council in 1994.	He served as mayor until 1977.	edit_other_15529789.002	edit_other_15529789.002c	wikipedia	contradiction				
neutral					The city contains several freeway interchanges connecting local roads to the two interstates.	Several freeway interchanges connect all the local roads in the city to both freeways.	edit_other_02199168.001	edit_other_02199168.001n	wikipedia	neutral				
contradiction					Members of the public can visit the FDA Public Reading Room in person at 5600 Fishers Lane, Rockville, Maryland.	The FDA Public Reading Room is located south of DC in Virginia.	edit_other_38823375.000	edit_other_38823375.000c	wikipedia	contradiction				
neutral					"She also appeared in a television commercial for ""Echo Women"" by Davidoff."	She has appeared in TV commercials by Davidoff and Calvin Klein	edit_other_31296940.004	edit_other_31296940.004n	wikipedia	neutral				
contradiction					In June 1955, Makeev was appointed chief designer of the SKB-385 to oversee the programme and, in July, the R-11 was formally accepted into military service.	June 1998 Makeev became chief designer.	edit_other_32476880.005	edit_other_32476880.005c	wikipedia	contradiction				
contradiction					"An excess of visceral fat is known as central obesity, the ""pot belly"" or ""beer belly"" effect, in which the abdomen protrudes excessively."	An excess of visceral fat is common in middle aged males	edit_other_01224153.002	edit_other_01224153.002c	wikipedia	contradiction				
contradiction					Both justices ruled in favor of the restrictions.	The decision of one of the judges rejected the restrictions	edit_other_11211865.002	edit_other_11211865.002c	wikipedia	contradiction				
neutral					The flowers are born in racemes up to 80 centimeters (31 inches) long.	Flowers are up to 80 cm long when they are born, and their tree can reach up to 50 meters 	edit_other_11677597.002	edit_other_11677597.002n	wikipedia	neutral				
neutral					There were 956 married individuals, 94 widows or widowers and 80 individuals who are divorced.	There were more widows than widowers.	edit_other_20651155.001	edit_other_20651155.001n	wikipedia	neutral				
entailment					The festival draws participants from all over the world.	People from all over the world participate in the festival	edit_other_27457505.004	edit_other_27457505.004e	wikipedia	entailment				
neutral					If the complainant was not satisfied at this point, he would appeal to the obi of the quarter and the leaders of his family could be summoned to defend their judgment.	The obi of the quarter functioned similarly to a magistrate.	edit_other_12359675.007	edit_other_12359675.007n	wikipedia	neutral				
entailment					Parker made his first-class debut for Hampshire in the 1926 County Championship against Northamptonshire.	The 1926 championship is where Parker made his first-class debut for Hampshire against Northamptonshire.	edit_other_37646262.000	edit_other_37646262.000e	wikipedia	entailment				
contradiction					Shays' defeat meant that for the first time in almost 150 years, there were no Republican Representatives from New England.	Shays' defeat resulted in there being no Democrat Representatives from New England for the first time in almost 1 and a half centuries.	edit_other_32544927.002	edit_other_32544927.002c	wikipedia	contradiction				
neutral					Except for the red linoleum in the kitchen, the rooms on the main floor are floored with mortared brick pavers.	The floor is floored with top of the line mortared brick pavers.	edit_other_16167485.001	edit_other_16167485.001n	wikipedia	neutral				
entailment					Ilegales (also called Los Ilegales) is a Grammy-nominated Dominican Merenhouse trio.	Ilegales is a Grammy nominated group.	edit_other_06084147.000	edit_other_06084147.000e	wikipedia	entailment				
contradiction					Ferreira earned 84 caps for Portugal at youth level.	While playing at youth level Ferreira earned over 90 caps for Portugal. 	edit_other_45198729.000	edit_other_45198729.000c	wikipedia	contradiction				
neutral					It was later given to the Earls of Northumberland, but it returned to the ownership of the church when Henry VIII re-endowed Durham cathedral.	The Cathedral was bought by the Church in 1836. 	edit_other_10240025.002	edit_other_10240025.002n	wikipedia	neutral				
contradiction					It was listed on the National Register of Historic Places in 1986.	The building was listed on the National Register of Historic Places in 1987	edit_other_40182373.001	edit_other_40182373.001c	wikipedia	contradiction				
