gold_label	null	null	null	null	sentence1	sentence2	promptID	pairID	genre	label1	null	null	null	null
contradiction					"The statue is part of an ensemble which also includes a hall of fame (""Ruhmeshalle"") and a stairway."	The statue is taken from an ensemble which also excludes a hall of fame and a stairway.	edit_premise_10767924.000	edit_premise_10767924.000c	wikipedia	contradiction				
contradiction					"He still found ""a lot to like"" in the episode."	For him, the entire episode was disgusting.	edit_premise_21540328.001	edit_premise_21540328.001c	wikipedia	contradiction				
entailment					For every 100 females, there were 99.4 males.	The amount of females to males broke down to 100 females to every 99.4 males.	edit_premise_02193613.002	edit_premise_02193613.002e	wikipedia	entailment				
contradiction					The Devilbend Reservoir is the largest freshwater body in the Shire of Mornington Peninsula.	The Devilbend Reservoir is situated in the Shire of Dingle Peninsula	edit_premise_14442678.001	edit_premise_14442678.001c	wikipedia	contradiction				
neutral					An emblem with a fox mask, horseshoe, rifle, and fishing rod was designed to serve as the library's logo.	An emblem with a fox mask, horseshoe, rifle, and fishing rod was designed to serve as the library's first logo.	edit_premise_22511405.001	edit_premise_22511405.001n	wikipedia	neutral				
entailment					Goldberg's win–loss record at WCW events from 1997 to 1998 differed from that which was perpetuated by the company, with the official figure exaggerating the number of matches in which he won to 173.	Goldberg won 173 matches in one year, according to the company	edit_premise_05269988.000	edit_premise_05269988.000e	wikipedia	entailment				
neutral					Durham repeated this play call for a homecoming ceremony at Kenan Stadium after the 1982 championship game, before the members of that championship team spoke to the audience.	Durham repeated this play call for a ceremony at another Stadium after the 1982 championship game.	edit_premise_16061155.002	edit_premise_16061155.002n	wikipedia	neutral				
entailment					The religious life of Bhunjia is very simple.	Bhunjia has a very simple religious life	edit_premise_31998570.003	edit_premise_31998570.003e	wikipedia	entailment				
contradiction					This is the first time money was seized from individual players as compared to the gaming company.	This is the last time money was  given to individual players as compared to the gaming company.	edit_premise_12117073.001	edit_premise_12117073.001c	wikipedia	contradiction				
neutral					He started this while playing for the Detroit Red Wings and brought along with him former teammate Keith Primeau.	He started this while playing for the Detroit Red Wings and brought along with him former teammate Keith Primeau, who was a teacher.	edit_premise_24899725.001	edit_premise_24899725.001n	wikipedia	neutral				
contradiction					Even after thousands of years the ash, charcoal, calcite, and burnt ground in the immediate vicinity of the metal work area retained significantly higher values of copper (circa 0.05 wt% Cu) than the surrounding archaeological layers.	There are still higher values of metals in the vicinity of the area than in the surrounding archaeological sites.	edit_premise_43100598.002	edit_premise_43100598.002c	wikipedia	contradiction				
contradiction					His resume included his highly successful book plus his guidance in producing the PSIA instructors manual.	His book had very little success but he included it on his resume anyway. 	edit_premise_52561975.002	edit_premise_52561975.002c	wikipedia	contradiction				
contradiction					"In November 2007, Lloyd was reunited onscreen with his former ""Taxi"" co-star Judd Hirsch in the season-four episode ""Graphic"" of the television series ""Numb3rs""."	"In 2006, Lloyd was reunited onscreen with his former ""Taxi"" co-star Judd Hirsch in the season-four episode ""Graphic"" of the television series ""Numb3rs""."	edit_premise_03866609.005	edit_premise_03866609.005c	wikipedia	contradiction				
contradiction					The largest county in Albania, by population, is Tirana County with over 800,000 people followed by Fier County with over 300,000 people.	The smallest county in Albania, by population, is Fier County.	"edit_premise_"">072519s050"	edit_premise_072519s050c	wikipedia	contradiction				
entailment					"Sedna IV"" is fitted out with a cutting room and an equipment room containing high-definition filmmaking apparatus."	Sedna IV is equipped with two rooms, one for cutting and one for equipment	edit_premise_12908053.002	edit_premise_12908053.002e	wikipedia	entailment				
entailment					In 1738, Ustyuzhna was chartered and became the seat of Ustyuzhensky Uyezd.	In 1738, Ustyuzhna was chartered.	edit_premise_42276376.002	edit_premise_42276376.002e	wikipedia	entailment				
neutral					He was the father of the statistician Peter Nemenyi and the probable father of former World Chess Champion Bobby Fischer.	Peter Nemenyi was introduced to chess champion Bobby Fischer in the 1990s.	edit_premise_10358963.000	edit_premise_10358963.000n	wikipedia	neutral				
contradiction					Neblett did not make his national debut until January 1978, when he represented Guyanese national team against Trinidad and Tobago and the Leeward Islands in the regional one-day competition.	When Neblett represented the Guyanese national team in his January 1979 debut against Trinidad and Tobago in the regional one-day competition.	edit_premise_54185598.002	edit_premise_54185598.002c	wikipedia	contradiction				
neutral					An additional interpretative plaque was added in 1995.	An additional interpretative plaque was added in 1995 along side the others.	edit_premise_59541787.001	edit_premise_59541787.001n	wikipedia	neutral				
neutral					In the 1970 World Series against the Baltimore Orioles, Gullett pitched innings and allowed just one earned run (1.35 ERA) as he and veteran Clay Carroll helped keep an injury-riddled pitching staff competitive in the series.	Gullett and Clay Carroll helped keep their staff of pitchers competitive with a medley of injuries while the former's pitching allowed only one run in the World Series.	edit_premise_13208982.005	edit_premise_13208982.005n	wikipedia	neutral				
neutral					This exhibition of paintings and enamels gradually became more focused on enamel works, marking a shift to enamel fired works.	This exhibition of paintings and enamels gradually became more focused on enamel works, marking a shift to enamel fired works, specifically from the Victorian era. 	edit_premise_46656202.003	edit_premise_46656202.003n	wikipedia	neutral				
neutral					Their upper bill is black and they have green-yellow legs.	They have a plume on the top of their head.	edit_premise_03419228.006	edit_premise_03419228.006n	wikipedia	neutral				
entailment					It also aired in the UK on CBBC.	It aired in the UK on CBBC, too.	edit_premise_33684664.003	edit_premise_33684664.003e	wikipedia	entailment				
neutral					"A proposal by the Royal Mint in 1950 to return to the pre-1888 ""2"" as more artistic was refused by George VI, who felt the current numeral was stylistically similar to the numerals on the other coins, and the pre-1888 ""2"" was not."	"To George VI the current numeral was stylistically similar to the numerals on the other coins of the colonies whereas the pre-1888 ""2"" was not."	edit_premise_03324626.006	edit_premise_03324626.006n	wikipedia	neutral				
entailment					Above this entrance are two flanking draped female figures, which were created by the distinguished Scottish-American sculptor J. Massey Rhind the oval window had a large clock in it as shown in photos from ca 1920.	Above this entrance are two flanking draped female figures, the oval window had a large clock in it as shown in photos from ca 1920.	edit_premise_49188309.002	edit_premise_49188309.002e	wikipedia	entailment				
contradiction					In 1971-1972, Colorado constructed an extension of Broadway Street from 66th Avenue north to SH 224, including a bridge over Clear Creek.	In 1973-1974, Colorado constructed an extension of Broadway Street, including a bridge over Clear Creek.	edit_premise_40577517.000	edit_premise_40577517.000c	wikipedia	contradiction				
contradiction					"The village, known colloquially as ""Leitir"" (pronounced ""letcher""), is between the larger towns of Glenties and Dungloe."	Between Leitir and Dungloe is where the village Glenties is located	edit_premise_34620532.001	edit_premise_34620532.001c	wikipedia	contradiction				
neutral					In 2015, Jungle Book produced Angry Indian Goddesses.	The Jungle Book produced Angry Indian Goddesses, in 2015.	edit_premise_60861961.000	edit_premise_60861961.000n	wikipedia	neutral				
contradiction					"TV Guide"" described ""The Creeping Terror"" as ""pure camp,"" and claimed it might be the second-worst horror film ever made, behind only ""Plan 9 from Outer Space""."	The creeping terror might possibly be the worst horror film ever made, according to E! Entertainment 	edit_premise_11045703.003	edit_premise_11045703.003c	wikipedia	contradiction				
neutral					"Eun was a cast member of SBS' ""Jihwaza (작렬!"	"Eun's first TV role was as a cast member on ""Jihwaza"" on SBS."	edit_premise_21316409.002	edit_premise_21316409.002n	wikipedia	neutral				
contradiction					"Jacques Lacan would thoroughly endorse the Freudian interpretation of unconscious motivation in the slip, arguing that “in the ""lapsus"" it is...clear that every unsuccessful act is a successful, not to say 'well-turned', discourse”."	"It has been argued by Jacques Lacan that it clearly states in the ""lapsus"" that the Freudian interpretation of unconscious motivation is unclear in that every successful act is simply discourse that has been turned unsuccessfully."	edit_premise_13228218.000	edit_premise_13228218.000c	wikipedia	contradiction				
contradiction					Humphreys was a formidable outside half with excellent positional kicking from the hand, accurate and consistent goal kicking plus devastating acceleration from a standing start which regularly set up try-scoring moves in the three-quarter line.	Humphreys was not very reliable as an outside half, he needed to work in his positional kicking from the hand.	edit_premise_40849182.000	edit_premise_40849182.000c	wikipedia	contradiction				
neutral					By 1909 the family were forced into exile in France when Nami's father-in-law, the Sultan, was overthrown from his throne by the Young Turks.	By 1909 the family were forced into exile in France and live like civilians.	edit_premise_55983141.004	edit_premise_55983141.004n	wikipedia	neutral				
neutral					However, Paulinus was the man favoured by Rome and Alexandria.	Paulinus had the support of the governments of Rome and Alexandria to become an Emperor.	edit_premise_03704740.008	edit_premise_03704740.008n	wikipedia	neutral				
entailment					However, in March 2011 the BBC Radio New Comedy Award was relaunched in conjunction with BBC Radio 2, and ran as a joint project between Radio 2 and BBC Radio 4 Extra.	Radio 2 and BBC Radio 4 extra had a joint project run between them that was, in March 2011, the relaunching of the BBC Radio New Comedy Award in conjunction with BBC Radio 2.	edit_premise_23055509.001	edit_premise_23055509.001e	wikipedia	entailment				
contradiction					He also played basketball for the Patriots and was a member of National Honor Society.	He also played football for the Patriots and was a member of National Honor Society.	edit_premise_51201735.002	edit_premise_51201735.002c	wikipedia	contradiction				
contradiction					On the home front, a famine loomed and commodities became scarce due to the overstretched railroad network.	On the home front, a famine loomed and commodities became abundant due to the overstretched railroad network.	edit_premise_51377429.000	edit_premise_51377429.000c	wikipedia	contradiction				
contradiction					He published critiques, reviews and began political career here.	He denied critiques, reviews and ended a political career here.	edit_premise_46238769.005	edit_premise_46238769.005c	wikipedia	contradiction				
contradiction					1998), used microsatellite mutations to estimate the age of the CCR5 Δ32 mutation to be 2100 years (700-4800, 95% confidence interval).	The age of the CCR5 Δ32 mutation is estimated to be 1000 years	edit_premise_10231500.004	edit_premise_10231500.004c	wikipedia	contradiction				
neutral					Eltinge served in the Philippines from 1898 to 1899 as part of the Spanish–American War and from 1901 to 1903 as part of the Philippine–American War.	Eltinge sustained an injury to his shoulder during the Philippine-American War.	edit_premise_59183871.000	edit_premise_59183871.000n	wikipedia	neutral				
neutral					Seeking his knowledge on dealing with Afghan elders, the military has also included Mortenson as an active participant in meetings between the elders and US military commanders.	Seeking his knowledge on dealing with Afghan, the military has also included Mortenson as an active participant in meetings with the villagers.	edit_premise_41459116.001	edit_premise_41459116.001n	wikipedia	neutral				
entailment					The Wilcox-Kane road was built in the mid-1920s.	The Wilcox-Kane road was constructed in the mid-1920s.	edit_premise_26002448.001	edit_premise_26002448.001e	wikipedia	entailment				
contradiction					The North Auckland railway line reached Kaiwaka in March 1913, although problems with the terrain, and World War I, meant that it was not extended significantly further north until the early 1920s.	The North Auckland railway line reached Kaiwaka in the early 1920s.	edit_premise_28980926.000	edit_premise_28980926.000c	wikipedia	contradiction				
neutral					"It also ranks as the highest rated episode of the season, as well as the highest-rated episode for the series since the tenth season entry ""Bazinga!"	"It also ranks as the highest rated episode of the season, as well as the highest-rated episode for the series since the tenth season entry ""Bazinga!"" which ended up netting the highest rated episode of anything in its slot."	edit_premise_51554728.004	edit_premise_51554728.004n	wikipedia	neutral				
entailment					Mississippi Power’s Kemper Project is in late stages of construction.	The Kemper Project of Mississippi Power is in the last stages of construction	edit_premise_09485521.000	edit_premise_09485521.000e	wikipedia	entailment				
entailment					The church seats about 600 people.	The church has a capacity of nearly 600 people	edit_premise_45290848.004	edit_premise_45290848.004e	wikipedia	entailment				
neutral					It was released on Rounder Records on June 16, 2015.	On June 16, 2015 Rounder Records released the album	edit_premise_54028090.001	edit_premise_54028090.001n	wikipedia	neutral				
entailment					He was a council member of English Nature and chair of the Pesticides Forum which is part of Department for Environment, Food and Rural Affairs (DEFRA).	He was a part of the council of English Nature and chair of the Pesticides Forum.	edit_premise_09612797.001	edit_premise_09612797.001e	wikipedia	entailment				
contradiction					It was released in 2007 and published by World Village and Universal.	It was published by World Universal in 2007	edit_premise_38422928.000	edit_premise_38422928.000c	wikipedia	contradiction				
contradiction					"At this point Hawke's fleet appeared on the horizon. """	Hawke's fleet of ships disappeared from view at this point. 	edit_premise_47009055.004	edit_premise_47009055.004c	wikipedia	contradiction				
neutral					"On August 29, 2013 he released his sixth album, ""Twelve"", on Degibri's label, PiLi Records, with Plus Loin Music and Gadi Lehavi, Ofri Nehemya, and Barak Mori."	"""Twelve"" was released in 2013 as his 6th album, selling over 15,000 copies"	edit_premise_39314500.000	edit_premise_39314500.000n	wikipedia	neutral				
contradiction					He started this while playing for the Detroit Red Wings and brought along with him former teammate Keith Primeau.	He started this while playing for the Detroit Blue Wings and brought along with him former teammate Keith Primeau.	edit_premise_24899725.001	edit_premise_24899725.001c	wikipedia	contradiction				
entailment					Due to mispairing with adenine during replication, 8-oxoG is highly mutagenic, resulting in G to T transversions.	8-oxoG is mutagenic because of mispairing with adenine	edit_premise_10544828.002	edit_premise_10544828.002e	wikipedia	entailment				
neutral					At Klein, Murphy led the team to a state title in 1998 as a pitcher and outfielder, earned All-State honors, and was also a USA Today High School All-America Honorable Mention.	Murphy led the team to a state title in the 90s as a pitcher, earning All-State honors, and was also a USA Today High School All-America Honorable Mention.	edit_premise_19410045.001	edit_premise_19410045.001n	wikipedia	neutral				
contradiction					"The critics that did review the album enjoyed it, and commended the musicianship between Scaggs and the Muscle Shoals Rhythm Section. """	The critics that did review the album hated it, but commended the musicianship between Scaggs and the Muscle Shoals Rhythm Section.	edit_premise_21689894.001	edit_premise_21689894.001c	wikipedia	contradiction				
entailment					He is buried with his parents in St Cuthberts Churchyard at the west end of Princes Street in Edinburgh.	He shares a tomb with his parents' in St Cuthberts Churchyard at the west end of Princes Street in Edinburgh.	edit_premise_59243413.001	edit_premise_59243413.001e	wikipedia	entailment				
entailment					Radio Wave 96.5 is a British Independent Local Radio station that serves the Blackpool and Fylde coast areas of Lancashire, owned and operated by Bauer Radio.	Radio Wave 96.5 is operated by Bauer Radio and serves in Lancashire	edit_premise_07833423.000	edit_premise_07833423.000e	wikipedia	entailment				
neutral					António Filipe Norinho de Carvalho (born 14 April 1985 in Foz do Sousa, Gondomar, Porto District), known as António Filipe, is a Portuguese footballer who plays for G.D. Chaves as a goalkeeper.	António Filipe Norinho de Carvalho was born in Lisbon, Portugal	edit_premise_48107226.000	edit_premise_48107226.000n	wikipedia	neutral				
contradiction					In June 2010 a Hollywood-style sign for Dawley was erected on a prominent slope of the mount in protest.	In July 2018 a Hollywood-style sign for Dawley was erected on a prominent slope of the mount in praise.	edit_premise_25012227.003	edit_premise_25012227.003c	wikipedia	contradiction				
neutral					"The church refers to itself only as ""The Church of Jesus Christ"", its legal and official name."	"The church refers to itself only as ""The Church of Jesus Christ"", its legal and official name, and was registered in the mid 80s. "	edit_premise_05123149.000	edit_premise_05123149.000n	wikipedia	neutral				
neutral					This pathway may be responsible for observed health maintaining properties of small doses of genistein.	Small doses of genistein have positive effects on stroke patients.	edit_premise_17368825.001	edit_premise_17368825.001n	wikipedia	neutral				
neutral					"It was possible to evade this restrictions upon secondary education by combining private tuition with examination as an ""outside student""."	These restrictions upon secondary education were established in the 1990s.	edit_premise_03442209.002	edit_premise_03442209.002n	wikipedia	neutral				
entailment					Algerian pastry also contains Tunisian or French cakes.	Algerian pastry also has Tunisian or French cakes.	"edit_premise_"">072519s093"	edit_premise_072519s093e	wikipedia	entailment				
neutral					American Deutsch Bag is an EP by Teenage Bottlerocket.	American Deutsch Bag was the first EP released by Teenage Bottlerocket.	edit_premise_48129191.000	edit_premise_48129191.000n	wikipedia	neutral				
contradiction					After high school, Grutman attended University of Florida, where he graduated with a finance degree in 1997.	Grutman attended University of Wisconsin, where he graduated in 1997.	edit_premise_52589799.000	edit_premise_52589799.000c	wikipedia	contradiction				
contradiction					The purpose of the land lighthouse was to improve the safety of 18th century travellers crossing a particularly treacherous area of the county known for its many incidents of robbery by highwaymen.	The purpose of the land lighthouse was to improve the safety of 17th century travellers crossing a particularly treacherous area of the county known for its many incidents of murder by highwaymen.	edit_premise_08370910.001	edit_premise_08370910.001c	wikipedia	contradiction				
entailment					Laine auditioned in Houston, Texas.	Laine auditioned in Houston.	edit_premise_43945509.000	edit_premise_43945509.000e	wikipedia	entailment				
entailment					As of the census of 2010, there were 1,420 people, 536 households, and 398 families residing in the town.	Almost 400 families were living in the town according to the 2010 census.	edit_premise_02086888.000	edit_premise_02086888.000e	wikipedia	entailment				
neutral					At the end of 2011, a smartphone download version of the single was released.	On the Christmas Day of 2011, a smartphone download version of the single was released.	edit_premise_44955954.007	edit_premise_44955954.007n	wikipedia	neutral				
entailment					"In addition to being a popular wedding location, Golden Clouds has also served as a movie location and was featured in the film ""The Mighty Quinn"", starring Denzel Washington, Robert Townsend, and Mimi Rogers."	Golden Clouds is a very popular wedding location	edit_premise_37156419.000	edit_premise_37156419.000e	wikipedia	entailment				
entailment					In 1966 the Fishbach Gallery opened the groundbreaking exhibition Eccentric Abstraction curated by Lucy Lippard which is considered the first Postminimal, art exhibition.	Eccentric Abstraction was an exhibit at the Fishback Gallery curated by Lucy Lippard.	edit_premise_30188998.000	edit_premise_30188998.000e	wikipedia	entailment				
contradiction					The average household size was 2.06 and the average family size was 2.76.	The average household size was 5.06 and the average family size was 3.76.	edit_premise_02509816.002	edit_premise_02509816.002c	wikipedia	contradiction				
contradiction					He defended Andrei Sakharov, Aleksandr Solzhenitsyn and other dissidents during their persecution by Soviet authorities.	He helped prosecute Andrei Sakharov, Aleksandr Solzhenitsyn and other dissidents during their persecution by Soviet authorities.	edit_premise_13714968.001	edit_premise_13714968.001c	wikipedia	contradiction				
entailment					After playing high school basketball at Moeller High School, in Cincinnati, Ohio, Duncan played 4 seasons of college basketball at the Xavier University, with the Xavier Musketeers.	Duncan played basketball at Moeller High School, in Cincinnati, Ohio.	edit_premise_49963613.000	edit_premise_49963613.000e	wikipedia	entailment				
neutral					He did not paint the hand; he merely inserted it with a software program.	He merely inserted it with a software program because he lacked the ability to paint hands.	edit_premise_21374921.002	edit_premise_21374921.002n	wikipedia	neutral				
contradiction					At a time when Visking was the largest producer of polyethylene film in the U.S., Union Carbide acquired Visking in 1956.	In the 1950s Visking was the largest producer of 8 millimeter films in the U.S.	edit_premise_12760943.000	edit_premise_12760943.000c	wikipedia	contradiction				
neutral					"UK writers, Vivian often reprinted fiction from American pulp magazines such as ""Adventure"" and ""Weird Tales"" in the Hutchinson publications."	"Vivian often reprinted fiction from American pulp magazines such as ""Adventure"" and ""Weird Tales"" in the Hutchinson publications and shopped them to other magazines."	edit_premise_30115251.000	edit_premise_30115251.000n	wikipedia	neutral				
neutral					Gen. Alfred T. A. Torbert's division began to picket along Crump's Creek in the direction of Hanover Court House.	The division of Gen. Alfred T. A. Torbert started to picket along Crump's Creek in Washington	edit_premise_09471362.003	edit_premise_09471362.003n	wikipedia	neutral				
entailment					For Lebanon, it pledged a total of $1.59 billion in assistance and deposits to the Central Bank of Lebanon in 2006 and pledged an additional $1.1 billion in early 2007.	For Lebanon, it pledged a total of $1.59 billion in assistance to the Central Bank of Lebanon in 2006.	edit_premise_29474892.001	edit_premise_29474892.001e	wikipedia	entailment				
contradiction					Obliged to flee, Sergius and his followers settled at Argaun, in that part of Armenia which was under the control of the Saracens.	 Argaun had overturned the control of the Saracens.	edit_premise_13432998.002	edit_premise_13432998.002c	wikipedia	contradiction				
entailment					Between 1903 and 1905, he continued his musical training under private tutors in Heidelberg, Germany, returning to New York via London.	After two years, he continued his musical training under private tutors in Heidelberg, Germany, and returning to New York via London.	edit_premise_00397957.007	edit_premise_00397957.007e	wikipedia	entailment				
entailment					Making an official appearance for Spartak, Shimura became the first Japanese footballer in the club history.	Shimura was the first Japanese footballer for Spartak.	edit_premise_57346300.002	edit_premise_57346300.002e	wikipedia	entailment				
contradiction					Certain Honorable Men is a 1968 American TV movie starring Van Heflin and Peter Fonda.	Van Heflin and Peter Fonda both star in the 1958 American TV movie, Certain Honorable Men.	edit_premise_60174356.000	edit_premise_60174356.000c	wikipedia	contradiction				
neutral					This is intended to be a complete list of the properties and districts on the National Register of Historic Places in Sullivan County, Missouri, United States.	This is intended to be a comprehensive list of the properties and districts on the National Register of Historic Places in Sullivan County, Missouri, United States and includes waterways. 	edit_premise_46824905.000	edit_premise_46824905.000n	wikipedia	neutral				
entailment					In the 1995–96 final Rovers beat Macclesfield Town 4–2 on aggregate.	In the 1995–96 final Rovers defeated Macclesfield Town 4–2.	edit_premise_08094741.004	edit_premise_08094741.004e	wikipedia	entailment				
entailment					He started this while playing for the Detroit Red Wings and brought along with him former teammate Keith Primeau.	He began this while playing for the Detroit Red Wings and brought along with him former teammate Keith Primeau.	edit_premise_24899725.001	edit_premise_24899725.001e	wikipedia	entailment				
neutral					Morgan and Kincaid constructed another line-up of The Electric Prunes that included Michael Kearns, Clay Groomer, Huey Plumeigh, and Galen Pugh; however, by mid-1970 the band dissolved.	Morgan and Kincaid constructed another line-up of The Electric Prunes which became famous.	edit_premise_02973614.004	edit_premise_02973614.004n	wikipedia	neutral				
entailment					This is the first time money was seized from individual players as compared to the gaming company.	This is the first time money was taken from players as compared to the gaming company.	edit_premise_12117073.001	edit_premise_12117073.001e	wikipedia	entailment				
neutral					The key is a secret (ideally known only to the communicants), usually a short string of characters, which is needed to decrypt the ciphertext.	The key is a secret, usually a short string of characters, which is needed to decrypt the ciphertext in ARGs.	edit_premise_31323482.004	edit_premise_31323482.004n	wikipedia	neutral				
neutral					The New York Central Railroad had bought the B&A in 1900 primarily for long-distance service.	The New York Central Railroad bought the B&A for their expansion from the east coast.	edit_premise_11204321.000	edit_premise_11204321.000n	wikipedia	neutral				
contradiction					In 2016, she was named a Distinguished Citizen by Alpha Gamma Delta.	Alpha Gamma Delta named her a Dishonorable Citizen in 2016.	edit_premise_41534298.002	edit_premise_41534298.002c	wikipedia	contradiction				
entailment					Traditionally, the clubs Anderlecht, Club Brugge and Standard Liège are the three most dominant domestic teams, all of them also having played and/or won one or more European Cup final(s).	Club Brugge, Standard Liège and Anderlecht have played or won one or more European Cup Final	edit_premise_11941063.000	edit_premise_11941063.000e	wikipedia	entailment				
neutral					Unable to believe her own eyes, she took an earthen bucket of water and looked at her reflection in that water.	Still skeptical about her pregnancy, she saw her reflection in the water from a bucket	edit_premise_53066063.001	edit_premise_53066063.001n	wikipedia	neutral				
neutral					By the early 1980s, McFarlane and Campsie had also started doing studio work for other musicians, producing an album for Endgames among others.	By the early 1980s, McFarlane and Campsie had also started doing studio work for other musicians, producing an album for Endgames that was in the alternative rock genre category. 	edit_premise_12037721.000	edit_premise_12037721.000n	wikipedia	neutral				
entailment					Alex coyly feigns illness to his parents to stay out of school the next day.	Alex coyly tends to lie to his parents so he can skip school.	"edit_premise_"">072519s044"	edit_premise_072519s044e	wikipedia	entailment				
entailment					"Academy Award-winner and former ""Homicide"" star Melissa Leo was cast as a civil rights lawyer just before the pilot began filming in March 2009."	Melissa Leo was cast as a lawyer before the filming the pilot	edit_premise_33855842.006	edit_premise_33855842.006e	wikipedia	entailment				
neutral					Their aircraft also bombed enemy positions and strafed a 250-truck column moving towards Kozjak.	Their airplane bombed 15 enemy positions and attacked a large column of trucks.	edit_premise_22682562.001	edit_premise_22682562.001n	wikipedia	neutral				
neutral					He became apostolic administrator of the new Diocese of Baucau on 30 November 1996 and titular bishop on 6 January 1997.	He was the titular bishop of the diocese for 10 years.	edit_premise_37499134.000	edit_premise_37499134.000n	wikipedia	neutral				
neutral					The menacing creatures would often disappear at dawn.	The creatures were scary because they had long, sharp claws.	edit_premise_12288050.002	edit_premise_12288050.002n	wikipedia	neutral				
neutral					This minor planet was named for Arno Wachmann (1902–1990), long-time astronomer at the Bergedorf Observatory in Hamburg, discoverer of minor planets and comets, and observer of variable and binary stars.	Arno Wachmann was born in 1902 in Germany	edit_premise_29481324.000	edit_premise_29481324.000n	wikipedia	neutral				
contradiction					Using a copy of the DVD and free movie editing software, the video allegedly only cost $8.00 to produce.	Using a copy of the CD and movie editing software, the video only cost $7.00 to produce.	edit_premise_11259404.002	edit_premise_11259404.002c	wikipedia	contradiction				
neutral					"The title was inspired by George Bernard Shaw's ""The Intelligent Woman's Guide to Socialism and Capitalism"" and Mary Baker Eddy's ""Science and Health with Key to the Scriptures""."	"The title was inspired by George Bernard Shaw's ""The Intelligent Woman's Guide to Socialism and Capitalism"" in 1961 and Mary Baker Eddy's ""Science and Health with Key to the Scriptures""."	edit_premise_34755485.001	edit_premise_34755485.001n	wikipedia	neutral				
neutral					The Filipino-born Canadian student was an active b-boy.	He was born in the Philippines, and his father was a journalist	edit_premise_57137132.002	edit_premise_57137132.002n	wikipedia	neutral				
contradiction					Electors were barred from signing for more than one list of candidates.	Electors were given free access with which to sign for more than one list of candidates.	edit_premise_32890313.002	edit_premise_32890313.002c	wikipedia	contradiction				
neutral					"The name was later shortened to ""CCM"", which was still an acronym for ""Contemporary Christian Music""."	"3 Years after, the name was later shortened to ""CCM"", which was still an acronym for ""Contemporary Christian Music""."	edit_premise_12934355.001	edit_premise_12934355.001n	wikipedia	neutral				
contradiction					After USF, he received a scholarship from Warner University, another NAIA school in Florida where he switched to offensive line.	After USC, he received a scholarship from Warner University, another NAIA school in Florida where he switched to defensive line.	edit_premise_27330907.003	edit_premise_27330907.003c	wikipedia	contradiction				
